supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Insulin Pen,HealthPro Distributors UAE,4752,NMC Royal Hospital Dubai,10,4,715
ECG Machine,Al Naghi Medical,930,Emirates Hospital Dubai,21,4,149
Metronidazole,MPC Healthcare,2674,American Hospital Dubai,42,2,856
Blood Pressure Monitor,Babirus LLC,3857,Dubai Hospital,16,4,188
Lisinopril,Planet Distribution,261,American Hospital Dubai,25,4,764
Syringe Set,HealthPro Distributors UAE,2282,Saudi German Hospital Dubai,39,3,314
Syringe Set,Kiwi Medical Supplies,2613,Mediclinic City Hospital Dubai,43,2,404
Wheelchair,Pharma Solutions,755,Emirates Hospital Dubai,23,3,131
Sterile Gauze,Al Naghi Medical,3002,Mediclinic City Hospital Dubai,28,5,869
Salbutamol,Gulf Drug,3854,NMC Royal Hospital Dubai,32,3,629
Stethoscope,Paramount Medical Equipment Trading LLC,524,Mediclinic City Hospital Dubai,19,1,554
Pulse Oximeter,Paramount Medical Equipment Trading LLC,4182,American Hospital Dubai,50,4,903
Atorvastatin,MPC Healthcare,3336,Mediclinic City Hospital Dubai,37,2,573
Surgical Masks,Planet Distribution,3718,Mediclinic City Hospital Dubai,27,1,501
Paracetamol,Al Zahrawi Medical,1736,Al Zahra Hospital Dubai,34,3,606
Ciprofloxacin,AKI Pharma,2911,Emirates Hospital Dubai,27,3,326
Amoxicillin,City Pharmacy Co.,4410,Emirates Hospital Dubai,16,3,659
Azithromycin,HealthPro Distributors UAE,1195,American Hospital Dubai,46,3,145
Losartan,Babirus LLC,3620,Thumbay Hospital Dubai,44,2,719
Thermometer,Global Med UAE,2827,Mediclinic City Hospital Dubai,49,4,966
Hand Sanitizer,Kiwi Medical Supplies,2666,Mediclinic City Hospital Dubai,16,1,313
Sterile Gauze,Al Maqam Medical Supplies LLC,2198,Saudi German Hospital Dubai,17,1,818
Metronidazole,Al Maqam Medical Supplies LLC,3837,Emirates Hospital Dubai,33,4,777
IV Bag,Paramount Medical Equipment Trading LLC,4007,Mediclinic City Hospital Dubai,47,2,448
Defibrillator,HealthPro Distributors UAE,4159,Emirates Hospital Dubai,36,3,929
Simvastatin,AKI Pharma,4348,Mediclinic City Hospital Dubai,15,3,346
Levothyroxine,Paramount Medical Equipment Trading LLC,1690,Al Zahra Hospital Dubai,22,4,764
Disposable Gloves,Al Naghi Medical,1803,American Hospital Dubai,20,4,494
ECG Machine,MPC Healthcare,1265,Emirates Hospital Dubai,11,3,733
Oxygen Cylinder,Al Zahrawi Medical,2966,NMC Royal Hospital Dubai,37,2,504
ECG Machine,MPC Healthcare,3497,American Hospital Dubai,47,3,358
Sterile Gauze,Paramount Medical Equipment Trading LLC,4113,Saudi German Hospital Dubai,11,3,689
ECG Machine,Pharma Solutions,1284,American Hospital Dubai,11,2,452
Drip Stand,HealthPro Distributors UAE,3702,Mediclinic City Hospital Dubai,43,1,337
IV Bag,Babirus LLC,2026,Saudi German Hospital Dubai,28,3,795
Syringe Set,Al Zahrawi Medical,1692,American Hospital Dubai,13,3,709
Disposable Gloves,HealthPro Distributors UAE,3395,Dubai Hospital,12,1,852
Blood Pressure Monitor,Al Zahrawi Medical,4752,Saudi German Hospital Dubai,47,3,450
Sterile Gauze,Al Maqam Medical Supplies LLC,1280,Dubai Hospital,34,3,496
Ventilator,Global Med UAE,2383,NMC Royal Hospital Dubai,19,3,370
Syringe Set,Babirus LLC,2183,American Hospital Dubai,17,2,404
Pantoprazole,City Pharmacy Co.,2970,Emirates Hospital Dubai,30,3,970
IV Bag,Babirus LLC,3021,Emirates Hospital Dubai,15,1,483
Sterile Gauze,Planet Distribution,2790,Thumbay Hospital Dubai,37,4,649
Fluconazole,MPC Healthcare,2553,Mediclinic City Hospital Dubai,20,3,589
Doxycycline,Gulf Drug,3203,Dubai Hospital,24,3,249
Wheelchair,Al Zahrawi Medical,267,Saudi German Hospital Dubai,27,5,987
Metronidazole,HealthPro Distributors UAE,4672,Thumbay Hospital Dubai,23,3,657
Pulse Oximeter,Pharma Solutions,1141,Thumbay Hospital Dubai,24,3,685
Levothyroxine,MPC Healthcare,4731,Al Zahra Hospital Dubai,46,1,824
Ibuprofen,MPC Healthcare,4565,Dubai Hospital,17,3,781
Losartan,Paramount Medical Equipment Trading LLC,1246,Saudi German Hospital Dubai,42,1,645
Atorvastatin,Metromed,35,Thumbay Hospital Dubai,42,2,448
Metronidazole,Gulf Drug,588,Al Zahra Hospital Dubai,17,3,458
Surgical Masks,HealthPro Distributors UAE,3605,Thumbay Hospital Dubai,41,4,465
Surgical Scissors,Babirus LLC,2969,Mediclinic City Hospital Dubai,24,3,494
IV Bag,Babirus LLC,2530,NMC Royal Hospital Dubai,25,3,452
Pulse Oximeter,Global Med UAE,220,Dubai Hospital,25,3,433
Pantoprazole,Paramount Medical Equipment Trading LLC,3198,Al Zahra Hospital Dubai,32,3,422
Ibuprofen,MPC Healthcare,3617,NMC Royal Hospital Dubai,20,1,873
Surgical Masks,Al Maqam Medical Supplies LLC,3358,Saudi German Hospital Dubai,28,4,807
Metronidazole,Kiwi Medical Supplies,4959,Mediclinic City Hospital Dubai,39,4,730
Pantoprazole,Metromed,4284,Al Zahra Hospital Dubai,44,4,630
Azithromycin,HealthPro Distributors UAE,1556,Saudi German Hospital Dubai,46,5,677
Pulse Oximeter,Global Med UAE,1682,Thumbay Hospital Dubai,11,5,814
Prednisolone,Pharma Solutions,4577,Emirates Hospital Dubai,12,5,733
Sterile Gauze,MPC Healthcare,1933,American Hospital Dubai,33,4,935
Hydrochlorothiazide,Al Naghi Medical,4079,Saudi German Hospital Dubai,39,4,969
ECG Machine,Global Med UAE,4577,NMC Royal Hospital Dubai,31,3,100
Drip Stand,HealthPro Distributors UAE,2146,Mediclinic City Hospital Dubai,30,3,304
Bandage Roll,Al Naghi Medical,1609,Mediclinic City Hospital Dubai,44,3,942
Doxycycline,Pharma Solutions,3592,Saudi German Hospital Dubai,43,3,818
Losartan,AKI Pharma,34,Thumbay Hospital Dubai,28,3,643
Surgical Scissors,Kiwi Medical Supplies,119,American Hospital Dubai,44,4,831
Sterile Gauze,MPC Healthcare,322,Dubai Hospital,14,4,902
Metformin,City Pharmacy Co.,422,NMC Royal Hospital Dubai,25,2,646
Syringe Set,Pharma Solutions,3966,Saudi German Hospital Dubai,46,5,185
Disposable Gloves,Babirus LLC,1181,Saudi German Hospital Dubai,40,2,198
Ventilator,Global Med UAE,1674,Emirates Hospital Dubai,36,3,906
IV Bag,Global Med UAE,4650,Mediclinic City Hospital Dubai,19,4,901
Omeprazole,Kiwi Medical Supplies,4019,NMC Royal Hospital Dubai,40,3,143
Surgical Masks,Pharma Solutions,1042,American Hospital Dubai,25,3,325
Lisinopril,MPC Healthcare,2343,Mediclinic City Hospital Dubai,10,4,424
Drip Stand,Planet Distribution,3824,Saudi German Hospital Dubai,18,3,650
Ventilator,Al Naghi Medical,4564,Mediclinic City Hospital Dubai,47,2,934
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,1566,Mediclinic City Hospital Dubai,25,1,117
Paracetamol,Paramount Medical Equipment Trading LLC,2001,Al Zahra Hospital Dubai,27,3,552
Syringe Set,Pharma Solutions,1934,Mediclinic City Hospital Dubai,49,4,275
IV Bag,Global Med UAE,4473,Thumbay Hospital Dubai,19,2,443
ECG Machine,Gulf Drug,2116,Mediclinic City Hospital Dubai,28,1,757
Surgical Masks,Pharma Solutions,3112,Dubai Hospital,38,2,714
IV Bag,Paramount Medical Equipment Trading LLC,2910,Thumbay Hospital Dubai,31,1,101
Syringe Set,Planet Distribution,4088,NMC Royal Hospital Dubai,11,4,598
Metformin,Paramount Medical Equipment Trading LLC,2422,Mediclinic City Hospital Dubai,48,2,608
Hydrochlorothiazide,Pharma Solutions,678,American Hospital Dubai,34,3,639
Syringe Set,Paramount Medical Equipment Trading LLC,3955,Thumbay Hospital Dubai,43,2,576
Azithromycin,Planet Distribution,568,Thumbay Hospital Dubai,22,3,347
Pulse Oximeter,Paramount Medical Equipment Trading LLC,308,Saudi German Hospital Dubai,44,3,545
Hand Sanitizer,Al Naghi Medical,215,NMC Royal Hospital Dubai,30,4,525
Pulse Oximeter,City Pharmacy Co.,1146,Mediclinic City Hospital Dubai,36,3,500
Simvastatin,Paramount Medical Equipment Trading LLC,4287,Emirates Hospital Dubai,25,2,278
Hand Sanitizer,MPC Healthcare,2286,American Hospital Dubai,48,2,474
Salbutamol,Al Naghi Medical,275,Saudi German Hospital Dubai,11,2,699
Azithromycin,Kiwi Medical Supplies,2815,NMC Royal Hospital Dubai,25,4,482
Metformin,Pharma Solutions,3568,Dubai Hospital,10,4,760
Levothyroxine,Paramount Medical Equipment Trading LLC,4033,Thumbay Hospital Dubai,42,3,325
Atorvastatin,Global Med UAE,3507,American Hospital Dubai,29,4,399
Simvastatin,AKI Pharma,1462,Dubai Hospital,20,4,817
Scalpel,Al Maqam Medical Supplies LLC,1002,Mediclinic City Hospital Dubai,32,2,343
IV Bag,Metromed,604,Emirates Hospital Dubai,27,2,529
Bandage Roll,Global Med UAE,2387,Al Zahra Hospital Dubai,47,3,671
Ibuprofen,Paramount Medical Equipment Trading LLC,4256,Al Zahra Hospital Dubai,31,1,112
Losartan,HealthPro Distributors UAE,1827,NMC Royal Hospital Dubai,50,4,173
Insulin Pen,Paramount Medical Equipment Trading LLC,3744,Emirates Hospital Dubai,46,1,678
Stethoscope,Gulf Drug,4250,American Hospital Dubai,38,3,131
Scalpel,Al Zahrawi Medical,2996,Saudi German Hospital Dubai,16,1,579
Azithromycin,Planet Distribution,3557,American Hospital Dubai,37,2,243
Blood Pressure Monitor,Metromed,3990,Emirates Hospital Dubai,31,3,728
ECG Machine,AKI Pharma,2437,Dubai Hospital,17,3,284
Fluconazole,Al Zahrawi Medical,3897,Thumbay Hospital Dubai,46,3,907
Thermometer,Planet Distribution,1740,Al Zahra Hospital Dubai,20,3,555
Hydrochlorothiazide,Pharma Solutions,1780,NMC Royal Hospital Dubai,40,3,621
Pantoprazole,City Pharmacy Co.,2140,Mediclinic City Hospital Dubai,49,4,113
Simvastatin,AKI Pharma,1553,American Hospital Dubai,49,3,559
Doxycycline,Metromed,1853,Al Zahra Hospital Dubai,43,3,801
Hydrochlorothiazide,Babirus LLC,3919,Saudi German Hospital Dubai,11,3,396
Defibrillator,City Pharmacy Co.,2511,NMC Royal Hospital Dubai,26,3,366
Levothyroxine,Global Med UAE,3362,Mediclinic City Hospital Dubai,46,3,481
Sterile Gauze,Metromed,1996,American Hospital Dubai,35,3,913
Scalpel,Pharma Solutions,2498,Saudi German Hospital Dubai,44,2,319
Drip Stand,Babirus LLC,3070,Mediclinic City Hospital Dubai,18,2,763
Pulse Oximeter,Al Maqam Medical Supplies LLC,4603,Thumbay Hospital Dubai,48,2,837
Surgical Masks,Al Zahrawi Medical,2895,Al Zahra Hospital Dubai,22,3,668
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,4891,Thumbay Hospital Dubai,24,1,753
Prednisolone,City Pharmacy Co.,203,Al Zahra Hospital Dubai,44,3,267
IV Bag,Al Zahrawi Medical,2017,Saudi German Hospital Dubai,26,4,368
Surgical Scissors,Gulf Drug,4292,Dubai Hospital,21,4,220
Salbutamol,AKI Pharma,3402,Thumbay Hospital Dubai,38,3,971
Metformin,AKI Pharma,2378,Al Zahra Hospital Dubai,38,1,997
Pantoprazole,Global Med UAE,60,NMC Royal Hospital Dubai,30,5,510
Ciprofloxacin,Paramount Medical Equipment Trading LLC,4008,Saudi German Hospital Dubai,31,4,696
Levothyroxine,Global Med UAE,3508,Al Zahra Hospital Dubai,49,3,193
Blood Pressure Monitor,Global Med UAE,3301,American Hospital Dubai,19,3,301
Paracetamol,Babirus LLC,631,Al Zahra Hospital Dubai,24,3,694
Defibrillator,Gulf Drug,3937,Thumbay Hospital Dubai,21,3,236
Azithromycin,AKI Pharma,2466,NMC Royal Hospital Dubai,16,3,551
Hydrochlorothiazide,Planet Distribution,584,Mediclinic City Hospital Dubai,28,1,565
Omeprazole,Kiwi Medical Supplies,4511,Dubai Hospital,36,3,887
Hand Sanitizer,City Pharmacy Co.,196,Mediclinic City Hospital Dubai,28,4,798
Fluconazole,AKI Pharma,520,Al Zahra Hospital Dubai,37,4,322
Surgical Scissors,Al Maqam Medical Supplies LLC,816,Mediclinic City Hospital Dubai,17,4,752
Pantoprazole,Metromed,3066,Al Zahra Hospital Dubai,50,1,121
Surgical Masks,Kiwi Medical Supplies,549,NMC Royal Hospital Dubai,50,4,559
Ciprofloxacin,Babirus LLC,2831,Mediclinic City Hospital Dubai,45,3,979
Wheelchair,AKI Pharma,1599,Thumbay Hospital Dubai,31,1,365
Doxycycline,Gulf Drug,1268,Thumbay Hospital Dubai,40,4,895
Fluconazole,Babirus LLC,4670,American Hospital Dubai,29,1,553
Ciprofloxacin,Gulf Drug,86,Al Zahra Hospital Dubai,12,3,259
Disposable Gloves,Al Maqam Medical Supplies LLC,583,Mediclinic City Hospital Dubai,42,2,915
Doxycycline,AKI Pharma,996,Thumbay Hospital Dubai,22,2,342
Sterile Gauze,AKI Pharma,3321,Emirates Hospital Dubai,32,3,788
Ciprofloxacin,Kiwi Medical Supplies,2188,NMC Royal Hospital Dubai,24,2,197
Scalpel,AKI Pharma,963,Dubai Hospital,49,5,309
Sterile Gauze,Paramount Medical Equipment Trading LLC,40,NMC Royal Hospital Dubai,18,4,886
Wheelchair,Planet Distribution,4125,Emirates Hospital Dubai,23,5,469
Ventilator,AKI Pharma,3602,Emirates Hospital Dubai,43,5,721
Simvastatin,Global Med UAE,1501,American Hospital Dubai,21,3,322
Surgical Masks,Kiwi Medical Supplies,2581,NMC Royal Hospital Dubai,13,3,282
Salbutamol,Planet Distribution,3941,NMC Royal Hospital Dubai,32,2,912
Aspirin,Planet Distribution,4817,Mediclinic City Hospital Dubai,10,3,889
IV Bag,AKI Pharma,4662,Al Zahra Hospital Dubai,44,3,839
Scalpel,Kiwi Medical Supplies,2938,Saudi German Hospital Dubai,17,3,711
Wheelchair,Al Naghi Medical,4715,Dubai Hospital,35,2,842
Paracetamol,Paramount Medical Equipment Trading LLC,4425,NMC Royal Hospital Dubai,16,4,212
Salbutamol,Global Med UAE,1713,Dubai Hospital,33,3,662
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,784,Dubai Hospital,20,5,501
Azithromycin,City Pharmacy Co.,2023,Dubai Hospital,33,4,819
Amoxicillin,Global Med UAE,898,NMC Royal Hospital Dubai,50,3,352
Levothyroxine,AKI Pharma,4698,Saudi German Hospital Dubai,39,3,933
IV Bag,Metromed,3657,NMC Royal Hospital Dubai,47,1,506
Pantoprazole,Al Maqam Medical Supplies LLC,1599,Mediclinic City Hospital Dubai,23,5,255
Pulse Oximeter,Gulf Drug,4817,Mediclinic City Hospital Dubai,44,4,482
Paracetamol,Al Zahrawi Medical,1455,Saudi German Hospital Dubai,26,2,968
Sterile Gauze,Metromed,1205,Thumbay Hospital Dubai,49,3,611
Syringe Set,Metromed,3032,NMC Royal Hospital Dubai,23,3,705
Thermometer,Al Zahrawi Medical,3858,Thumbay Hospital Dubai,23,3,511
Hydrochlorothiazide,Kiwi Medical Supplies,3223,Dubai Hospital,18,1,363
Pulse Oximeter,Al Naghi Medical,3812,NMC Royal Hospital Dubai,15,2,714
Azithromycin,AKI Pharma,989,Al Zahra Hospital Dubai,19,1,377
Azithromycin,Pharma Solutions,2258,NMC Royal Hospital Dubai,29,4,817
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,1151,Mediclinic City Hospital Dubai,44,4,720
Blood Pressure Monitor,Al Naghi Medical,3570,American Hospital Dubai,17,3,700
Syringe Set,Planet Distribution,4977,Emirates Hospital Dubai,23,3,488
Omeprazole,Al Zahrawi Medical,3967,American Hospital Dubai,46,3,1000
Prednisolone,HealthPro Distributors UAE,1460,American Hospital Dubai,50,4,229
Amoxicillin,AKI Pharma,3044,American Hospital Dubai,47,2,328
Ventilator,Al Naghi Medical,2875,Emirates Hospital Dubai,21,4,630
Salbutamol,Babirus LLC,3118,Thumbay Hospital Dubai,35,3,342
Simvastatin,Pharma Solutions,1117,Emirates Hospital Dubai,50,2,443
Ibuprofen,Paramount Medical Equipment Trading LLC,1874,Thumbay Hospital Dubai,11,2,364
Ventilator,Kiwi Medical Supplies,699,Emirates Hospital Dubai,42,2,833
IV Bag,Metromed,697,Emirates Hospital Dubai,27,4,932
Fluconazole,MPC Healthcare,712,NMC Royal Hospital Dubai,20,5,207
ECG Machine,Pharma Solutions,1267,Thumbay Hospital Dubai,38,4,815
Simvastatin,Al Naghi Medical,3590,NMC Royal Hospital Dubai,21,2,259
Thermometer,City Pharmacy Co.,2471,Al Zahra Hospital Dubai,43,4,454
Atorvastatin,Al Zahrawi Medical,4213,NMC Royal Hospital Dubai,31,1,731
Hand Sanitizer,Paramount Medical Equipment Trading LLC,4660,American Hospital Dubai,42,1,191
Losartan,AKI Pharma,1479,Saudi German Hospital Dubai,43,2,999
Defibrillator,Babirus LLC,1888,Saudi German Hospital Dubai,43,3,192
Blood Pressure Monitor,Al Zahrawi Medical,3006,Mediclinic City Hospital Dubai,24,3,795
Omeprazole,Paramount Medical Equipment Trading LLC,4925,Mediclinic City Hospital Dubai,15,3,325
Fluconazole,Gulf Drug,1487,Dubai Hospital,25,4,542
IV Bag,Al Zahrawi Medical,546,NMC Royal Hospital Dubai,11,5,177
Ibuprofen,Pharma Solutions,541,Emirates Hospital Dubai,20,3,272
Metformin,Metromed,4545,Emirates Hospital Dubai,32,1,450
Surgical Masks,Planet Distribution,4374,Saudi German Hospital Dubai,24,2,370
Doxycycline,Babirus LLC,2729,American Hospital Dubai,28,5,222
Doxycycline,Al Maqam Medical Supplies LLC,4520,Thumbay Hospital Dubai,49,5,511
Stethoscope,City Pharmacy Co.,3812,American Hospital Dubai,41,3,741
Sterile Gauze,MPC Healthcare,1678,Dubai Hospital,48,3,367
Blood Pressure Monitor,Gulf Drug,3931,American Hospital Dubai,20,2,345
Ciprofloxacin,Global Med UAE,206,NMC Royal Hospital Dubai,17,4,305
Surgical Scissors,Pharma Solutions,1247,NMC Royal Hospital Dubai,18,4,882
Levothyroxine,Kiwi Medical Supplies,2328,Al Zahra Hospital Dubai,27,2,898
Metformin,Kiwi Medical Supplies,4947,Dubai Hospital,42,4,431
Bandage Roll,Babirus LLC,671,American Hospital Dubai,32,2,805
Hydrochlorothiazide,Al Naghi Medical,4382,Emirates Hospital Dubai,24,5,721
Levothyroxine,Metromed,2618,Emirates Hospital Dubai,43,2,555
Lisinopril,Pharma Solutions,382,Dubai Hospital,17,4,412
Metronidazole,Metromed,4484,American Hospital Dubai,21,4,110
Lisinopril,Al Maqam Medical Supplies LLC,4723,NMC Royal Hospital Dubai,12,2,606
Metformin,Kiwi Medical Supplies,4774,NMC Royal Hospital Dubai,18,2,418
Levothyroxine,Al Naghi Medical,106,Al Zahra Hospital Dubai,28,1,592
Bandage Roll,Al Maqam Medical Supplies LLC,1851,Al Zahra Hospital Dubai,46,3,101
Amoxicillin,AKI Pharma,3578,Mediclinic City Hospital Dubai,33,5,107
Paracetamol,Planet Distribution,732,Dubai Hospital,15,2,868
Wheelchair,AKI Pharma,3646,Saudi German Hospital Dubai,38,3,373
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,1368,American Hospital Dubai,39,3,347
Salbutamol,Al Maqam Medical Supplies LLC,2201,Dubai Hospital,33,3,790
Atorvastatin,Al Zahrawi Medical,3756,Emirates Hospital Dubai,25,2,202
Prednisolone,Gulf Drug,830,American Hospital Dubai,15,3,119
ECG Machine,Al Zahrawi Medical,1104,Al Zahra Hospital Dubai,27,4,740
Scalpel,Global Med UAE,3812,Al Zahra Hospital Dubai,30,5,333
Bandage Roll,Gulf Drug,2129,Mediclinic City Hospital Dubai,38,3,309
Pulse Oximeter,Pharma Solutions,4237,Saudi German Hospital Dubai,13,2,715
Wheelchair,HealthPro Distributors UAE,815,Mediclinic City Hospital Dubai,21,4,890
Surgical Masks,Paramount Medical Equipment Trading LLC,3754,Emirates Hospital Dubai,29,4,532
Prednisolone,City Pharmacy Co.,3029,Saudi German Hospital Dubai,33,3,290
Syringe Set,Pharma Solutions,1672,Thumbay Hospital Dubai,16,2,507
Drip Stand,Global Med UAE,948,American Hospital Dubai,20,2,620
Surgical Scissors,Planet Distribution,4608,Mediclinic City Hospital Dubai,24,5,322
Defibrillator,Gulf Drug,171,Al Zahra Hospital Dubai,39,2,458
Metronidazole,City Pharmacy Co.,3720,Mediclinic City Hospital Dubai,17,2,155
Drip Stand,Pharma Solutions,1010,Thumbay Hospital Dubai,33,4,257
Insulin Pen,Al Maqam Medical Supplies LLC,2086,Mediclinic City Hospital Dubai,15,3,232
Paracetamol,City Pharmacy Co.,4035,American Hospital Dubai,40,3,613
Losartan,Global Med UAE,3112,Thumbay Hospital Dubai,22,2,545
Simvastatin,MPC Healthcare,2209,Dubai Hospital,26,3,642
Ibuprofen,Al Naghi Medical,4826,Dubai Hospital,37,3,237
Scalpel,Kiwi Medical Supplies,2584,Dubai Hospital,12,3,344
Defibrillator,Global Med UAE,506,Al Zahra Hospital Dubai,26,3,974
Levothyroxine,Pharma Solutions,912,Al Zahra Hospital Dubai,43,3,743
Lisinopril,HealthPro Distributors UAE,3567,Dubai Hospital,44,3,957
ECG Machine,Al Maqam Medical Supplies LLC,1179,Dubai Hospital,28,3,929
Drip Stand,Pharma Solutions,4231,Dubai Hospital,38,3,394
Blood Pressure Monitor,Gulf Drug,2817,NMC Royal Hospital Dubai,18,5,236
Stethoscope,Gulf Drug,1417,Dubai Hospital,11,3,996
Lisinopril,Pharma Solutions,3695,Thumbay Hospital Dubai,48,4,426
Insulin Pen,Metromed,4002,NMC Royal Hospital Dubai,34,4,815
Simvastatin,City Pharmacy Co.,2630,NMC Royal Hospital Dubai,19,3,111
Doxycycline,Kiwi Medical Supplies,1502,American Hospital Dubai,33,1,441
Surgical Masks,Gulf Drug,3033,Mediclinic City Hospital Dubai,20,3,428
Ciprofloxacin,AKI Pharma,3769,Al Zahra Hospital Dubai,12,3,232
IV Bag,Gulf Drug,1987,Al Zahra Hospital Dubai,44,3,903
Simvastatin,Al Maqam Medical Supplies LLC,154,Mediclinic City Hospital Dubai,42,4,470
Fluconazole,Global Med UAE,1320,Al Zahra Hospital Dubai,28,2,211
Metformin,Paramount Medical Equipment Trading LLC,3318,Mediclinic City Hospital Dubai,22,3,416
Hydrochlorothiazide,Paramount Medical Equipment Trading LLC,2578,Thumbay Hospital Dubai,20,3,961
Hand Sanitizer,Al Maqam Medical Supplies LLC,699,American Hospital Dubai,27,2,378
ECG Machine,Global Med UAE,154,Dubai Hospital,25,3,342
Ventilator,Metromed,2777,American Hospital Dubai,21,4,702
Levothyroxine,City Pharmacy Co.,1126,Emirates Hospital Dubai,14,5,796
Pulse Oximeter,Al Naghi Medical,4893,American Hospital Dubai,25,4,759
Wheelchair,AKI Pharma,2216,Mediclinic City Hospital Dubai,28,3,975
Surgical Scissors,Kiwi Medical Supplies,1934,Emirates Hospital Dubai,46,3,727
Atorvastatin,Metromed,3399,Mediclinic City Hospital Dubai,27,1,838
Simvastatin,Gulf Drug,2350,Dubai Hospital,39,1,228
Insulin Pen,Babirus LLC,314,Saudi German Hospital Dubai,19,4,965
ECG Machine,City Pharmacy Co.,2926,Emirates Hospital Dubai,15,2,488
Disposable Gloves,Al Naghi Medical,2518,Dubai Hospital,35,3,239
ECG Machine,Kiwi Medical Supplies,2423,Dubai Hospital,32,2,477
IV Bag,Al Naghi Medical,4285,Al Zahra Hospital Dubai,16,3,565
Pantoprazole,City Pharmacy Co.,3370,Al Zahra Hospital Dubai,37,2,172
Oxygen Cylinder,MPC Healthcare,3459,Saudi German Hospital Dubai,12,4,425
Bandage Roll,Pharma Solutions,4513,Saudi German Hospital Dubai,15,3,500
Syringe Set,MPC Healthcare,3793,American Hospital Dubai,31,2,466
Pulse Oximeter,Paramount Medical Equipment Trading LLC,4944,Dubai Hospital,29,1,255
Bandage Roll,Babirus LLC,2823,Saudi German Hospital Dubai,20,3,893
Ibuprofen,Metromed,2757,Mediclinic City Hospital Dubai,38,2,407
Scalpel,Planet Distribution,2382,Dubai Hospital,16,2,550
Salbutamol,City Pharmacy Co.,3767,NMC Royal Hospital Dubai,20,2,665
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,3972,Mediclinic City Hospital Dubai,39,3,940
Pulse Oximeter,Gulf Drug,2139,Emirates Hospital Dubai,20,4,181
Hydrochlorothiazide,Babirus LLC,4979,Saudi German Hospital Dubai,24,2,288
Scalpel,City Pharmacy Co.,2483,Al Zahra Hospital Dubai,27,3,338
Wheelchair,Kiwi Medical Supplies,3688,Mediclinic City Hospital Dubai,46,3,590
Disposable Gloves,Planet Distribution,3671,Al Zahra Hospital Dubai,23,3,193
Doxycycline,City Pharmacy Co.,4405,Mediclinic City Hospital Dubai,17,3,459
Prednisolone,Global Med UAE,2621,Al Zahra Hospital Dubai,50,4,795
Metronidazole,Al Maqam Medical Supplies LLC,4128,Thumbay Hospital Dubai,18,3,639
Bandage Roll,Al Zahrawi Medical,3517,Mediclinic City Hospital Dubai,41,3,263
Omeprazole,Al Maqam Medical Supplies LLC,1563,Emirates Hospital Dubai,43,3,791
Hydrochlorothiazide,Global Med UAE,4839,Al Zahra Hospital Dubai,10,4,112
ECG Machine,HealthPro Distributors UAE,448,NMC Royal Hospital Dubai,46,4,758
Atorvastatin,Gulf Drug,4234,Emirates Hospital Dubai,45,5,790
Sterile Gauze,Al Maqam Medical Supplies LLC,1730,American Hospital Dubai,38,2,135
Ciprofloxacin,City Pharmacy Co.,4849,Mediclinic City Hospital Dubai,33,5,282
Doxycycline,Planet Distribution,3696,NMC Royal Hospital Dubai,13,4,442
Hand Sanitizer,Metromed,3255,American Hospital Dubai,34,3,336
Ibuprofen,Kiwi Medical Supplies,3497,Mediclinic City Hospital Dubai,32,5,965
Stethoscope,Al Zahrawi Medical,3298,NMC Royal Hospital Dubai,46,4,110
Disposable Gloves,HealthPro Distributors UAE,3000,NMC Royal Hospital Dubai,38,1,885
Stethoscope,City Pharmacy Co.,3875,Emirates Hospital Dubai,28,3,884
Doxycycline,Babirus LLC,3692,Thumbay Hospital Dubai,38,5,826
Metronidazole,HealthPro Distributors UAE,2938,NMC Royal Hospital Dubai,43,3,163
Hand Sanitizer,Paramount Medical Equipment Trading LLC,1404,Thumbay Hospital Dubai,12,3,753
Defibrillator,Babirus LLC,382,Saudi German Hospital Dubai,32,5,962
Ibuprofen,AKI Pharma,925,Emirates Hospital Dubai,48,4,746
Wheelchair,HealthPro Distributors UAE,3756,Dubai Hospital,19,1,188
Syringe Set,Gulf Drug,2787,Al Zahra Hospital Dubai,37,2,538
Atorvastatin,Al Naghi Medical,406,Emirates Hospital Dubai,27,3,830
Hand Sanitizer,Al Zahrawi Medical,3531,American Hospital Dubai,40,2,827
Omeprazole,Planet Distribution,2417,Al Zahra Hospital Dubai,34,5,559
Fluconazole,Al Naghi Medical,2734,Al Zahra Hospital Dubai,24,3,559
Levothyroxine,Global Med UAE,3005,Dubai Hospital,18,3,880
Aspirin,City Pharmacy Co.,140,Thumbay Hospital Dubai,39,3,657
Scalpel,Al Maqam Medical Supplies LLC,1670,Dubai Hospital,26,2,569
Disposable Gloves,Al Maqam Medical Supplies LLC,304,Dubai Hospital,31,4,150
Wheelchair,Al Naghi Medical,4415,Al Zahra Hospital Dubai,37,2,763
Metronidazole,Al Maqam Medical Supplies LLC,2273,NMC Royal Hospital Dubai,35,1,935
Simvastatin,AKI Pharma,998,Thumbay Hospital Dubai,30,2,596
Aspirin,Paramount Medical Equipment Trading LLC,1386,Al Zahra Hospital Dubai,14,3,295
