supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week,hashcode
Metronidazole,HealthPro Distributors UAE,102.0,Mediclinic City Hospital Dubai,13,1,542,3a933b270e5001eec942d0b3af4fd53c
Scalpel,Global Med UAE,280.0,Al Zahra Hospital Dubai,13,2,326,a8852d78ca33b2980ac1968daf706ec5
Bandage Roll,Kiwi Medical Supplies,1499.0,Emirates Hospital Dubai,19,2,220,ff23ab51316bc310acf3c446af1cae8c
Syringe Set,HealthPro Distributors UAE,21409.0,Al Zahra Hospital Dubai,21,1,118,94b5bd2d37884906739539a108d8988d
Syringe Set,AKI Pharma,21796.0,Al Zahra Hospital Dubai,23,2,424,bea16a16f14f46fcc462e1dadd79d2e3
Aspirin,Kiwi Medical Supplies,12049.0,Dubai Hospital,21,4,409,09ebd578f6c3936a0b4f03c1e74f9425
Simvastatin,HealthPro Distributors UAE,7486.0,Saudi German Hospital Dubai,14,4,783,c3a8a74ca51c2936efef13f739882100
Disposable Gloves,Metromed,9863.0,Al Zahra Hospital Dubai,18,3,437,8c09f77cfaf7af0ea90a2cd5ca125b61
Bandage Roll,City Pharmacy Co.,4318.0,NMC Royal Hospital Dubai,36,2,932,761ff18474c2b71e468367668102f067
Azithromycin,MPC Healthcare,10740.0,Saudi German Hospital Dubai,25,5,101,1211bcf086b71b01ff9dcbbaa645972f
Metformin,Kiwi Medical Supplies,14531.0,American Hospital Dubai,32,3,271,b8d2fef0781b3654a92c2a12269ef01f
Pulse Oximeter,Babirus LLC,1723.0,Al Zahra Hospital Dubai,11,3,110,b7c76f8be853ebc918b0f0e1f2b3905e
Doxycycline,AKI Pharma,4790.0,Al Zahra Hospital Dubai,36,3,453,a34cd8e0895694e6a1c4bf95ca4443ce
Levothyroxine,Metromed,6782.0,American Hospital Dubai,44,2,438,290beca81487fc551dd522f507db2f95
Oxygen Cylinder,HealthPro Distributors UAE,3083.0,Al Zahra Hospital Dubai,31,3,434,c16b899ea2fc1c5443b1d74ff4b87ffb
Pantoprazole,Al Zahrawi Medical,340.0,American Hospital Dubai,32,3,868,daddfa58ffe8db50d29625cef4e013ad
Drip Stand,Pharma Solutions,3232.0,Saudi German Hospital Dubai,43,3,185,6a8a2f54fec6bff4bcf3f7de3699d951
Pulse Oximeter,Babirus LLC,3861.0,NMC Royal Hospital Dubai,20,3,920,747480dc649ff7a8a7329c7f9f0aff68
Fluconazole,Kiwi Medical Supplies,8509.0,American Hospital Dubai,14,3,480,8c1a1e4b7ed96051b46dc04b167a26d7
Syringe Set,Paramount Medical Equipment Trading LLC,21226.0,Mediclinic City Hospital Dubai,34,3,607,0eacbda3bd1cd063770167052d7a6551
Ciprofloxacin,Gulf Drug,5655.0,Dubai Hospital,26,3,699,a6fd446a37fe566201cd929685296427
Ventilator,Paramount Medical Equipment Trading LLC,1155.0,Dubai Hospital,30,3,575,e7963870eb192da8abae52b8526655cb
Losartan,Pharma Solutions,878.0,American Hospital Dubai,46,3,977,c5b39466a1213c568d3efbf732a7e5ab
Doxycycline,Paramount Medical Equipment Trading LLC,8083.0,Dubai Hospital,21,2,451,356615c6bf4d25024dbd0cab38ed4f32
Stethoscope,Metromed,3904.0,Al Zahra Hospital Dubai,12,4,868,1d4148547e9cb7692f8cce06724eb02c
Ibuprofen,Metromed,3838.0,Emirates Hospital Dubai,49,4,611,a58567fbbaabf050b0fbf98de48fa4a0
Sterile Gauze,Al Naghi Medical,4637.0,Emirates Hospital Dubai,41,3,566,94593281a6cafd67b8eb4be838c7cd7e
Thermometer,Global Med UAE,7003.0,Dubai Hospital,43,3,191,31663f3c7030229d9168d494de52f822
Ciprofloxacin,Al Naghi Medical,8451.0,Saudi German Hospital Dubai,38,2,531,dd9d061dbd2fa32c8b542a687df4b883
Wheelchair,HealthPro Distributors UAE,2512.0,Thumbay Hospital Dubai,50,1,948,1981372d128efd3b80060a9fe6c8099d
Ibuprofen,City Pharmacy Co.,3301.0,Saudi German Hospital Dubai,17,4,919,43d8ec783c09fbc14d8133b507c1b56d
Disposable Gloves,Gulf Drug,5246.0,Thumbay Hospital Dubai,27,3,239,24f12654f6c81d3b02e94fe8c42b825a
Simvastatin,Babirus LLC,10154.0,Emirates Hospital Dubai,17,2,225,cdd2da01aa13b8af9c169476432d3a16
Thermometer,City Pharmacy Co.,7742.0,Emirates Hospital Dubai,38,1,705,cbc57178337f1da705ac1dd0c4a5bb51
Paracetamol,Paramount Medical Equipment Trading LLC,19749.0,American Hospital Dubai,27,1,726,06f50d95518ea22f5c3a76dd80e53eda
Bandage Roll,Paramount Medical Equipment Trading LLC,4753.0,NMC Royal Hospital Dubai,32,4,957,f840acaf6c32a6d2abca953e39bdf623
Ibuprofen,Al Zahrawi Medical,2815.0,Mediclinic City Hospital Dubai,36,3,880,e2d3c26d13edcab472e5c1679612f465
Drip Stand,Gulf Drug,4150.0,Saudi German Hospital Dubai,30,4,907,88fb2f846627affcb8e85fac933298cf
Omeprazole,Babirus LLC,9422.0,Al Zahra Hospital Dubai,46,3,505,175ab49dbde22382fc51834f8552dcc9
Fluconazole,Al Naghi Medical,5429.0,Thumbay Hospital Dubai,12,3,706,80f637e2deba283ccf465881d289aaaa
Stethoscope,City Pharmacy Co.,3136.0,Dubai Hospital,23,3,577,c35afcd6d2446982258ed9f648da6b68
Ibuprofen,HealthPro Distributors UAE,3139.0,Al Zahra Hospital Dubai,34,1,886,3b82f335a63618b66cfb22976598468f
Disposable Gloves,Paramount Medical Equipment Trading LLC,8793.0,NMC Royal Hospital Dubai,23,5,155,19966374898aecf93674a9bbee3786ed
Ibuprofen,City Pharmacy Co.,57.0,Thumbay Hospital Dubai,46,3,226,e50dd7dce3b57c8d3eeeac518be84cdc
Hand Sanitizer,Global Med UAE,2006.0,Saudi German Hospital Dubai,42,4,355,7e0be73dc2d7e2089e9c44c7a6df8b71
Aspirin,City Pharmacy Co.,8670.0,American Hospital Dubai,29,4,652,29a9b57b3a65fab3b912bf19d0ee6034
Ciprofloxacin,HealthPro Distributors UAE,6657.0,Al Zahra Hospital Dubai,43,2,650,bc2152dfc07688a16d2e2b2a03b28694
Hydrochlorothiazide,Planet Distribution,9137.0,NMC Royal Hospital Dubai,21,4,526,97b3c0f9b1c812d007fc8c743d6d81dd
Metronidazole,Paramount Medical Equipment Trading LLC,3995.0,Saudi German Hospital Dubai,36,3,319,71cc80d406b022521c33e2a807d38cc7
Surgical Scissors,Paramount Medical Equipment Trading LLC,1856.0,Emirates Hospital Dubai,32,3,729,98512e1ae1756b799b358d748d0de728
Pulse Oximeter,HealthPro Distributors UAE,2207.0,Emirates Hospital Dubai,17,4,744,5bbc40f435e5f8ad218e87ef2ab0170d
Drip Stand,Global Med UAE,6475.0,Saudi German Hospital Dubai,27,3,165,b2566a7bebf48d52f30134cce06fce32
Syringe Set,Paramount Medical Equipment Trading LLC,21778.0,Saudi German Hospital Dubai,25,2,623,99889bd3574c3115483e294a18f0ac07
Aspirin,Pharma Solutions,9097.0,Saudi German Hospital Dubai,16,2,612,0a08b76d310564a53db47e2b37e6ecf3
Fluconazole,City Pharmacy Co.,8658.0,Thumbay Hospital Dubai,38,4,400,5dabfda555c75b13efc4fa9aee8ae63e
Losartan,Pharma Solutions,4432.0,Saudi German Hospital Dubai,16,3,626,b81662f2df8979351eb5cb8ca800f916
Doxycycline,Paramount Medical Equipment Trading LLC,9417.0,Al Zahra Hospital Dubai,11,4,482,48fe686361516e47f78303b6b3e38ea6
Drip Stand,Babirus LLC,5181.0,NMC Royal Hospital Dubai,23,2,370,395fe53eeb862420a4556b1646b34416
Amoxicillin,Pharma Solutions,12388.0,Thumbay Hospital Dubai,48,3,290,1248437c5becc3829e2ab8d70e33b14e
Surgical Scissors,Kiwi Medical Supplies,257.0,Saudi German Hospital Dubai,47,4,332,f7172b0e0922dab87f5aff60351c1a86
Atorvastatin,Al Maqam Medical Supplies LLC,3489.0,Mediclinic City Hospital Dubai,26,3,646,9776a49d5b00dac6aa69b18e9d15924f
Salbutamol,AKI Pharma,8132.0,Dubai Hospital,33,4,581,e12acd78e704834607c5bf124562641b
ECG Machine,Kiwi Medical Supplies,4056.0,Mediclinic City Hospital Dubai,22,5,659,6b7d0d5671058bacddc6340f261cfa34
Ciprofloxacin,Al Naghi Medical,4168.0,NMC Royal Hospital Dubai,18,1,227,15670a093bd6cc0b8aa6fd8eddfb7c91
Stethoscope,MPC Healthcare,4429.0,Emirates Hospital Dubai,35,3,270,d452e499184fe1ce597e1220d32768b7
Pulse Oximeter,Planet Distribution,2066.0,American Hospital Dubai,19,3,817,8541b30166209d343eee56353233735a
Ventilator,Al Naghi Medical,1654.0,American Hospital Dubai,29,2,570,6ae40316a4d3f4d8a472ea7f2ba62576
Levothyroxine,HealthPro Distributors UAE,5829.0,Dubai Hospital,16,1,482,bcc3faab98d776c31060e1ee9987a68f
Doxycycline,City Pharmacy Co.,5328.0,Emirates Hospital Dubai,33,1,543,627e6954ba12968b2d1f46ff47c0d3e9
Aspirin,City Pharmacy Co.,11387.0,Thumbay Hospital Dubai,22,3,193,78e32dd0b5eb61da957cfe4b5b60243d
Ciprofloxacin,Al Maqam Medical Supplies LLC,6659.0,Thumbay Hospital Dubai,17,3,152,332dcc8c4e5c9f9e18751c30f6244e61
Omeprazole,Planet Distribution,11100.0,Thumbay Hospital Dubai,14,3,836,2a9793c1f588904bbdc4b4b99f6f5ac8
Aspirin,Metromed,9926.0,American Hospital Dubai,40,1,258,0fc3321659731317de3fd9316a1d0e8e
Oxygen Cylinder,Global Med UAE,1383.0,Mediclinic City Hospital Dubai,47,1,863,9b8bfc65513b2324fc82d596d0640c68
Salbutamol,Paramount Medical Equipment Trading LLC,10168.0,American Hospital Dubai,19,3,477,d6f84399bbb336ae7b7e07dff4cb069f
Wheelchair,Paramount Medical Equipment Trading LLC,4254.0,Al Zahra Hospital Dubai,25,5,762,6ff9ebd922d71febdff580cee4ac3ddb
Prednisolone,City Pharmacy Co.,4026.0,Saudi German Hospital Dubai,28,2,812,2e6f8b61f5a9a1b125d504d56d2a0e86
Disposable Gloves,Gulf Drug,8834.0,Thumbay Hospital Dubai,40,4,107,6aec333556f070fc601bf679b8b6a655
Metformin,Babirus LLC,11444.0,Mediclinic City Hospital Dubai,39,4,821,1cdd83acf35ee2ae3c52e29e9deb5ebc
Hydrochlorothiazide,Babirus LLC,10500.0,NMC Royal Hospital Dubai,24,4,195,088b856cd815fbaca46f57c8b3fc12cf
IV Bag,Al Maqam Medical Supplies LLC,13441.0,Dubai Hospital,38,3,474,7d0bc668c76599ce97ec183a0757919b
Pantoprazole,Global Med UAE,3027.0,NMC Royal Hospital Dubai,24,1,864,1b3bc54da0159d1dfc4409e03e8059fd
Lisinopril,Al Naghi Medical,10173.0,Saudi German Hospital Dubai,45,2,855,900afaae72fe775018799cb804f9cf6f
Paracetamol,Metromed,18254.0,Mediclinic City Hospital Dubai,28,4,699,e4cdadd0958468728eb5489237f3f8b7
IV Bag,AKI Pharma,10878.0,American Hospital Dubai,49,2,178,2e626dd20a9d8e180de68bf430a3b5bc
Hand Sanitizer,Gulf Drug,3213.0,American Hospital Dubai,29,3,411,f3f19dbd7ba47b509e7c8de634f50482
Surgical Masks,Al Maqam Medical Supplies LLC,7249.0,Al Zahra Hospital Dubai,34,2,429,92a2fda8df93370671158537a4537a4c
ECG Machine,Planet Distribution,1835.0,Al Zahra Hospital Dubai,44,1,710,8e0f7993a3160a8ca26b414fd95471f3
Fluconazole,Pharma Solutions,9219.0,American Hospital Dubai,49,4,920,b6c1894a4ef294e4266c3598a3f95afe
Atorvastatin,Al Zahrawi Medical,6934.0,NMC Royal Hospital Dubai,35,3,378,0ef0949ab69fe60826a19439aa937457
Bandage Roll,Pharma Solutions,3756.0,Dubai Hospital,24,3,166,c61010721c36f579effc7b69f948561f
Pantoprazole,Al Maqam Medical Supplies LLC,4866.0,Thumbay Hospital Dubai,24,5,490,40509fbb64407fb1d585d3ce8f8cc49d
Levothyroxine,Gulf Drug,9461.0,NMC Royal Hospital Dubai,43,5,768,6143cc4e84c723a0a713b71e416ddb95
Sterile Gauze,Planet Distribution,3625.0,Dubai Hospital,41,3,654,c24c8040a2b67c17cd0a341082d0f913
Fluconazole,Kiwi Medical Supplies,6305.0,Al Zahra Hospital Dubai,19,2,481,9665e0e1e9960a590d731a1272e2740d
Ibuprofen,AKI Pharma,4641.0,Saudi German Hospital Dubai,40,3,370,3f83796e52091c1b429be980534e7dc1
IV Bag,Babirus LLC,13081.0,Dubai Hospital,33,3,253,21e45d011ac2492fe39762cad0825ef0
Stethoscope,Paramount Medical Equipment Trading LLC,3957.0,American Hospital Dubai,47,4,716,e9973488ef68a4c2c5e409ec3c924071
Bandage Roll,Al Maqam Medical Supplies LLC,1052.0,Al Zahra Hospital Dubai,50,5,586,f1335801784361084a7845be113dce80
Salbutamol,Al Zahrawi Medical,9451.0,Al Zahra Hospital Dubai,31,4,986,6710e1e9398eb0f960ea2802dcc6dedb
Hand Sanitizer,Al Maqam Medical Supplies LLC,4261.0,Thumbay Hospital Dubai,47,2,355,8fa3f7576ce3e85cce21ab84548d1ec1
Pulse Oximeter,Al Zahrawi Medical,3758.0,American Hospital Dubai,33,3,807,458713040df79595e8f9e526b905efe5
Lisinopril,Al Maqam Medical Supplies LLC,9192.0,Thumbay Hospital Dubai,33,2,140,2501b4dcb9197873488a1fd5f7a19d20
Doxycycline,Babirus LLC,6086.0,American Hospital Dubai,43,2,312,4c92e4570806d961195521d1decef6c3
Defibrillator,AKI Pharma,4555.0,Thumbay Hospital Dubai,33,3,748,3854ca2fb8337d900adc8255521816b7
Wheelchair,City Pharmacy Co.,4708.0,Dubai Hospital,33,3,785,c3917d26cb0fc6b3fdd85e02146b0a84
Prednisolone,Planet Distribution,6121.0,NMC Royal Hospital Dubai,13,2,813,2d2a548998ecd714fbf2d171570827f1
Fluconazole,Kiwi Medical Supplies,9341.0,Saudi German Hospital Dubai,25,2,387,2ff93ff80685e340e864b71e59b621a1
Surgical Masks,Paramount Medical Equipment Trading LLC,4258.0,Saudi German Hospital Dubai,22,3,672,8f7396cd9a83745fe040f18717f2d6f2
Stethoscope,Global Med UAE,7180.0,American Hospital Dubai,44,4,140,7c63597169f27d0bd93f7373c851f0d0
Hydrochlorothiazide,Babirus LLC,9158.0,Mediclinic City Hospital Dubai,14,2,233,456c8027ef66da9f7e70d9d88e6ce149
Syringe Set,Pharma Solutions,20933.0,Emirates Hospital Dubai,34,3,295,2dee755cb5b1d634a4d7785db9bf655d
Atorvastatin,Al Zahrawi Medical,6319.0,Al Zahra Hospital Dubai,47,3,299,9f8fa673e0e3c0315722e10bf3b1a9ca
Levothyroxine,Planet Distribution,10172.0,Al Zahra Hospital Dubai,25,4,953,ead0a3431857ac2a5af0075cfb947022
Ventilator,City Pharmacy Co.,5695.0,American Hospital Dubai,36,5,677,4d2305901f6589ba8dd14dc6d0aab7db
IV Bag,HealthPro Distributors UAE,10101.0,Dubai Hospital,50,5,102,17ff51ebaf324d12dfce35e16dc34b09
Syringe Set,HealthPro Distributors UAE,21190.0,Thumbay Hospital Dubai,31,3,949,41488a8f3ea9739ac5a05594e087b964
Pantoprazole,Global Med UAE,2471.0,Mediclinic City Hospital Dubai,34,4,912,dee46cae81157d5cc05946de7ae1df63
Metronidazole,Global Med UAE,1614.0,NMC Royal Hospital Dubai,32,2,385,f736c407f4f532545702f1a7e81c0cc2
Paracetamol,Global Med UAE,15354.0,Thumbay Hospital Dubai,24,4,828,86559eb324588d10c9ec2b900089b1e4
Atorvastatin,Al Naghi Medical,7336.0,Thumbay Hospital Dubai,10,3,939,025737c06d5cd40eb0fdf4d2b6d8d84f
Lisinopril,Al Zahrawi Medical,7507.0,American Hospital Dubai,23,3,211,01118f2a500e8b5f2c0fc891fa2956db
Doxycycline,Babirus LLC,7106.0,American Hospital Dubai,31,2,947,0be1b162cdef0a4b76ff406a99999e95
Amoxicillin,Al Maqam Medical Supplies LLC,15306.0,Dubai Hospital,42,3,661,aa82d53596fd5dd2bc7e59fc69f27a7b
ECG Machine,Metromed,3603.0,Al Zahra Hospital Dubai,47,3,908,2c19167366caf5b2db09bc05a1f85e01
Ventilator,Al Maqam Medical Supplies LLC,1734.0,American Hospital Dubai,12,4,538,f0877017e4be5e1b0c44854d5cf1f0f3
Drip Stand,Global Med UAE,3533.0,American Hospital Dubai,18,3,428,0d29bb41442a264280f2e94d62098c0c
Doxycycline,HealthPro Distributors UAE,5815.0,American Hospital Dubai,31,2,114,6702ec2543e4464d87d3fa34d95ad04f
ECG Machine,MPC Healthcare,913.0,Dubai Hospital,41,4,967,c8262244633a410e612be616fb39f204
Stethoscope,Planet Distribution,7469.0,Al Zahra Hospital Dubai,17,1,215,da343af34c851c5eb584a4fc3ab73a21
Oxygen Cylinder,Planet Distribution,4618.0,NMC Royal Hospital Dubai,44,2,466,325002848d69cc08faf71c1476887cfb
Omeprazole,Kiwi Medical Supplies,11558.0,NMC Royal Hospital Dubai,21,3,381,55a1634c6e7cd9875aaa32cec1790bef
Omeprazole,HealthPro Distributors UAE,9225.0,Emirates Hospital Dubai,25,4,282,18cde640b9f03a028f543cca09414c65
Paracetamol,City Pharmacy Co.,18126.0,Emirates Hospital Dubai,26,1,743,8963b81949db5478125e0b8c0e0ab0d7
Fluconazole,MPC Healthcare,5248.0,American Hospital Dubai,33,3,926,da7d4dbf4284e73141406b11a910706e
Scalpel,Pharma Solutions,1659.0,Emirates Hospital Dubai,27,4,459,1d44959914f19f1fed59d5e3b7552706
Scalpel,HealthPro Distributors UAE,3907.0,Al Zahra Hospital Dubai,19,3,725,035308dc23b546e7d9946d749baad1c1
Insulin Pen,Planet Distribution,7191.0,Dubai Hospital,37,3,550,5fb1bc3c761aadd04ceced31e646626b
Bandage Roll,Planet Distribution,3774.0,NMC Royal Hospital Dubai,18,4,378,bb748790d5ebfd23c08ea83d7eb93816
Metformin,Kiwi Medical Supplies,13685.0,Thumbay Hospital Dubai,43,3,314,c99548b0dd4312cc9eb2023a3b814024
Prednisolone,Gulf Drug,7402.0,NMC Royal Hospital Dubai,26,1,770,202d88b5dedec75a7c467325dab31e8b
Doxycycline,Pharma Solutions,5727.0,NMC Royal Hospital Dubai,16,2,913,34e07e91a0b0943aaf050b822f09a0ad
ECG Machine,Paramount Medical Equipment Trading LLC,4002.0,Al Zahra Hospital Dubai,16,2,110,67b3f8babdd6c811a0781e515a70d0d1
Simvastatin,Al Maqam Medical Supplies LLC,11196.0,Emirates Hospital Dubai,39,2,489,53a32c551e3d10335a459860d64904a4
Sterile Gauze,Kiwi Medical Supplies,3575.0,Thumbay Hospital Dubai,27,1,626,179f9dc674168802c7403f3e802e1394
Levothyroxine,Pharma Solutions,5813.0,Al Zahra Hospital Dubai,38,3,487,88e66c28e099dbb1ea0eeca2ff83d6e3
Disposable Gloves,Pharma Solutions,8621.0,American Hospital Dubai,12,2,106,ae9ebc8be1584d96a5967eb59108af5d
Disposable Gloves,City Pharmacy Co.,7025.0,Dubai Hospital,25,1,317,5793db7ca1bb7d27aaa03c19765d28ba
Salbutamol,Global Med UAE,10888.0,Saudi German Hospital Dubai,42,1,571,ee321e95d28401b1d0ceb163d1bbd9a9
Ciprofloxacin,Al Naghi Medical,6044.0,NMC Royal Hospital Dubai,20,3,323,2bf8e3b246da88df0bdeaa3844034776
Atorvastatin,Gulf Drug,7811.0,Saudi German Hospital Dubai,23,1,336,319384d7ac137b662b560a15aafaeeda
Omeprazole,Global Med UAE,13659.0,Dubai Hospital,48,3,761,9308878d48135035b3e69cde62beb03e
Metformin,Gulf Drug,14287.0,Dubai Hospital,43,3,781,e6f093e4562484c7ed814af6573ee9a9
Ibuprofen,Paramount Medical Equipment Trading LLC,1742.0,Al Zahra Hospital Dubai,44,1,631,c8dc1860e65082c12c403aa9d5b03c49
IV Bag,AKI Pharma,14950.0,Al Zahra Hospital Dubai,16,3,506,9181d0d217411a8833c747aa8a6c7e34
Ventilator,Planet Distribution,2267.0,Al Zahra Hospital Dubai,15,2,766,2bb149ea2e328109942154cda06fbcd2
Prednisolone,Al Naghi Medical,7688.0,Saudi German Hospital Dubai,28,4,742,d519e3ee3a338b6d1db5f570e530905d
Stethoscope,Planet Distribution,4463.0,Al Zahra Hospital Dubai,14,3,895,d49b7ff755deb180a057f811ce2db3a0
Ibuprofen,MPC Healthcare,981.0,Dubai Hospital,34,1,434,04578e6c955cf5e9d4f9d40b6d6a8fd6
Sterile Gauze,Al Maqam Medical Supplies LLC,615.0,American Hospital Dubai,47,2,116,cde5f0028aedeb7f7bb111b6decb3b0b
Oxygen Cylinder,City Pharmacy Co.,797.0,Al Zahra Hospital Dubai,34,4,103,57da86d153b807642852d2d089183faf
Doxycycline,Planet Distribution,9156.0,Mediclinic City Hospital Dubai,46,2,696,05c13a390985729069e55ab3bee8d73f
Levothyroxine,MPC Healthcare,5730.0,Emirates Hospital Dubai,17,2,904,35bcd0eaa070f6550d182c5a605ca81f
Azithromycin,Paramount Medical Equipment Trading LLC,8891.0,Saudi German Hospital Dubai,21,3,552,4b28fb6028bd1203a0ee798d86d90102
Oxygen Cylinder,Babirus LLC,3711.0,Mediclinic City Hospital Dubai,18,4,353,e642e72b13b28ce639dbf84b785d3ace
Defibrillator,Kiwi Medical Supplies,546.0,Al Zahra Hospital Dubai,20,1,195,64df25ff4118479bfc04ead3cad502c1
Insulin Pen,Babirus LLC,6908.0,Dubai Hospital,27,4,327,b7a824d5c802be489596631f8239abb0
Stethoscope,Pharma Solutions,3062.0,American Hospital Dubai,32,1,766,5966373aa4e9bb3392e22304fcc610df
Disposable Gloves,Gulf Drug,9989.0,NMC Royal Hospital Dubai,41,3,620,eef87a7914c946d3ffd782bcfaa62537
Salbutamol,Gulf Drug,10593.0,Thumbay Hospital Dubai,15,5,160,69106f0e09f08467f2df3200db41d232
Prednisolone,Pharma Solutions,5026.0,Emirates Hospital Dubai,10,2,936,8eb2dc8b1495a991b0e5a956deed4777
Losartan,Kiwi Medical Supplies,617.0,Thumbay Hospital Dubai,42,5,841,75f82d48f16350c979ab02942ea38c1d
Ciprofloxacin,Babirus LLC,5192.0,Al Zahra Hospital Dubai,33,5,859,2dfaf82015801a5c9041a07e2569163a
ECG Machine,AKI Pharma,4106.0,Emirates Hospital Dubai,13,5,481,e9502f647342f3cfff38cc87fc416b90
Stethoscope,Babirus LLC,4556.0,Emirates Hospital Dubai,14,5,426,7bbfba08591b3d17815727becef91e59
Drip Stand,MPC Healthcare,2658.0,American Hospital Dubai,39,2,350,e3b8ad184612d5a654251b13133ba51c
IV Bag,MPC Healthcare,13036.0,Emirates Hospital Dubai,42,2,928,7dbd79754c64e30296ded2843c36ff80
Hand Sanitizer,Babirus LLC,4920.0,Saudi German Hospital Dubai,33,2,237,6c3b77abda043eaf3b1a16ba85268cc9
Scalpel,Al Maqam Medical Supplies LLC,3374.0,Mediclinic City Hospital Dubai,38,5,264,618be4cf4d3c9c53d1a80698d97731e8
Thermometer,Global Med UAE,5513.0,Mediclinic City Hospital Dubai,47,2,846,1f8d67a309d7d1029d8be41a5ee494f0
Defibrillator,MPC Healthcare,3197.0,Mediclinic City Hospital Dubai,31,1,109,190df76aeb0ecc3bc5d3e2b8993e5403
Doxycycline,Al Naghi Medical,5845.0,Saudi German Hospital Dubai,19,1,509,28d22f18a75e5473e80f14dc3b0f9d10
ECG Machine,HealthPro Distributors UAE,2573.0,Thumbay Hospital Dubai,28,4,951,1dbaeea9fa9500cffa41e7cb2023f409
Scalpel,Metromed,3635.0,American Hospital Dubai,13,4,527,8b1ec119e0ead8d97676a97e353f3253
Bandage Roll,Babirus LLC,2462.0,Emirates Hospital Dubai,24,3,403,282fb432c11c87a3d6005acb9767aeaa
Surgical Masks,Kiwi Medical Supplies,7865.0,Saudi German Hospital Dubai,40,4,463,a669e51a79ade949f07f53ba052c9ced
Scalpel,HealthPro Distributors UAE,4918.0,Mediclinic City Hospital Dubai,26,4,303,c2182271760c40de597a9275a7d40a30
Levothyroxine,Pharma Solutions,8150.0,Al Zahra Hospital Dubai,17,4,835,b2dd1c075098c9e263cb345740c45b89
Syringe Set,Metromed,23759.0,NMC Royal Hospital Dubai,36,4,510,d900512083830293e5b585069913dd85
Sterile Gauze,Planet Distribution,1842.0,Emirates Hospital Dubai,42,5,996,9fa5c07b8ad3e18547ac4891203d789c
Insulin Pen,Paramount Medical Equipment Trading LLC,4432.0,Saudi German Hospital Dubai,40,3,940,b5e34a4e921137916316a7414e733856
Stethoscope,AKI Pharma,5698.0,Dubai Hospital,48,3,277,c14f415e075b088104b72a7f97654842
Simvastatin,Al Maqam Medical Supplies LLC,8568.0,Saudi German Hospital Dubai,46,3,915,a27cc3ab2a1d61f12abef2cfa270626f
Paracetamol,Kiwi Medical Supplies,15463.0,American Hospital Dubai,30,4,414,ac1b2c46bc70b054039b8bb5ce6b79c4
Doxycycline,Paramount Medical Equipment Trading LLC,6336.0,American Hospital Dubai,24,5,559,83204d7e73c6a07a7185ff1e10f7a7df
Hand Sanitizer,Planet Distribution,1051.0,Saudi German Hospital Dubai,39,1,763,d9f36f8d4ed0b4f0769396b3167f9366
Atorvastatin,HealthPro Distributors UAE,4645.0,Mediclinic City Hospital Dubai,12,5,466,64add5572b86757abc00d6dae9ef81f7
Surgical Scissors,Gulf Drug,4905.0,NMC Royal Hospital Dubai,22,2,589,8ae8c76b920b6366a39c7ecc9ad254eb
Pulse Oximeter,AKI Pharma,1960.0,Emirates Hospital Dubai,22,3,286,3877b209e3847ad6c89ebed329484d6c
Insulin Pen,Pharma Solutions,4524.0,American Hospital Dubai,24,2,333,1d49c174df4be93bb28005c9d93bf771
Hand Sanitizer,Pharma Solutions,3331.0,Emirates Hospital Dubai,12,2,804,428fd70f0ce30c7a4ed50e7c48b183b0
Fluconazole,Metromed,5866.0,Mediclinic City Hospital Dubai,29,1,757,14baf053ef149f263fc90cd3ffa8ec89
ECG Machine,HealthPro Distributors UAE,162.0,Emirates Hospital Dubai,16,2,811,54b4c9720489c42914e98363364f3665
Syringe Set,Paramount Medical Equipment Trading LLC,22551.0,Al Zahra Hospital Dubai,21,3,212,b14f2e385434730a104bf182dd95cc7b
Oxygen Cylinder,HealthPro Distributors UAE,4443.0,American Hospital Dubai,41,1,926,9d5112cac208e7babc4160538d4b1533
Bandage Roll,Al Maqam Medical Supplies LLC,4343.0,Mediclinic City Hospital Dubai,38,5,649,4a9ae57ccb6b3516994d225de330ffc7
Syringe Set,Pharma Solutions,21906.0,Mediclinic City Hospital Dubai,48,3,266,3a54d96540ce2a2ae045f6337433f95f
Hydrochlorothiazide,MPC Healthcare,10822.0,NMC Royal Hospital Dubai,27,4,966,3f5638515524c8cb0b9813911b5bd3c7
Atorvastatin,Global Med UAE,7920.0,NMC Royal Hospital Dubai,29,4,137,3ad19b8308f691c89aa4ceb64c8ce805
Pulse Oximeter,HealthPro Distributors UAE,4979.0,Al Zahra Hospital Dubai,11,4,960,ffe3d4f565fcd2c0571b9918a134066b
Salbutamol,Planet Distribution,9514.0,Mediclinic City Hospital Dubai,17,2,143,01fdbbf67938db682bba661057614ef9
Pulse Oximeter,Kiwi Medical Supplies,2213.0,Thumbay Hospital Dubai,50,3,305,a6cb68693a0b308ae1b6db8e79c53be2
Bandage Roll,Al Naghi Medical,791.0,Mediclinic City Hospital Dubai,24,3,506,e6c8b7c47f3595e736854f483a0c3ecb
Insulin Pen,Pharma Solutions,5458.0,NMC Royal Hospital Dubai,35,2,117,b0dab458806ff3200759552516b4d7f8
Hydrochlorothiazide,Pharma Solutions,7748.0,Thumbay Hospital Dubai,19,1,186,85c1a93c0b434a18baeeeda51057333e
