supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Sterile Gauze,Planet Distribution,2790.0,Thumbay Hospital Dubai,37,4,649
Fluconazole,MPC Healthcare,7553.0,Mediclinic City Hospital Dubai,20,3,589
Doxycycline,Gulf Drug,7703.0,Dubai Hospital,24,3,249
Wheelchair,Al Zahrawi Medical,517.0,Saudi German Hospital Dubai,27,5,987
Metronidazole,HealthPro Distributors UAE,4672.0,Thumbay Hospital Dubai,23,3,657
Pulse Oximeter,Pharma Solutions,1291.0,Thumbay Hospital Dubai,24,3,685
Levothyroxine,MPC Healthcare,10231.0,Al Zahra Hospital Dubai,46,1,824
Ibuprofen,MPC Healthcare,4565.0,Dubai Hospital,17,3,781
Losartan,Paramount Medical Equipment Trading LLC,1246.0,Saudi German Hospital Dubai,42,1,645
Atorvastatin,Metromed,3035.0,Thumbay Hospital Dubai,42,2,448
Metronidazole,Gulf Drug,588.0,Al Zahra Hospital Dubai,17,3,458
Surgical Masks,HealthPro Distributors UAE,6605.0,Thumbay Hospital Dubai,41,4,465
Surgical Scissors,Babirus LLC,3069.0,Mediclinic City Hospital Dubai,24,3,494
IV Bag,Babirus LLC,12530.0,NMC Royal Hospital Dubai,25,3,452
Pulse Oximeter,Global Med UAE,370.0,Dubai Hospital,25,3,433
Pantoprazole,Paramount Medical Equipment Trading LLC,3198.0,Al Zahra Hospital Dubai,32,3,422
Ibuprofen,MPC Healthcare,3617.0,NMC Royal Hospital Dubai,20,1,873
Surgical Masks,Al Maqam Medical Supplies LLC,6358.0,Saudi German Hospital Dubai,28,4,807
Metronidazole,Kiwi Medical Supplies,4959.0,Mediclinic City Hospital Dubai,39,4,730
Pantoprazole,Metromed,4284.0,Al Zahra Hospital Dubai,44,4,630
Azithromycin,HealthPro Distributors UAE,9556.0,Saudi German Hospital Dubai,46,5,677
Pulse Oximeter,Global Med UAE,1832.0,Thumbay Hospital Dubai,11,5,814
Prednisolone,Pharma Solutions,8077.0,Emirates Hospital Dubai,12,5,733
Sterile Gauze,MPC Healthcare,1933.0,American Hospital Dubai,33,4,935
Hydrochlorothiazide,Al Naghi Medical,11579.0,Saudi German Hospital Dubai,39,4,969
ECG Machine,Global Med UAE,4602.0,NMC Royal Hospital Dubai,31,3,100
Drip Stand,HealthPro Distributors UAE,3646.0,Mediclinic City Hospital Dubai,30,3,304
Bandage Roll,Al Naghi Medical,1809.0,Mediclinic City Hospital Dubai,44,3,942
Doxycycline,Pharma Solutions,8092.0,Saudi German Hospital Dubai,43,3,818
Losartan,AKI Pharma,34.0,Thumbay Hospital Dubai,28,3,643
Surgical Scissors,Kiwi Medical Supplies,219.0,American Hospital Dubai,44,4,831
Sterile Gauze,MPC Healthcare,322.0,Dubai Hospital,14,4,902
Metformin,City Pharmacy Co.,10422.0,NMC Royal Hospital Dubai,25,2,646
Syringe Set,Pharma Solutions,23966.0,Saudi German Hospital Dubai,46,5,185
Disposable Gloves,Babirus LLC,6181.0,Saudi German Hospital Dubai,40,2,198
Ventilator,Global Med UAE,2674.0,Emirates Hospital Dubai,36,3,906
IV Bag,Global Med UAE,14650.0,Mediclinic City Hospital Dubai,19,4,901
Omeprazole,Kiwi Medical Supplies,13019.0,NMC Royal Hospital Dubai,40,3,143
Surgical Masks,Pharma Solutions,4042.0,American Hospital Dubai,25,3,325
Lisinopril,MPC Healthcare,9343.0,Mediclinic City Hospital Dubai,10,4,424
Drip Stand,Planet Distribution,5324.0,Saudi German Hospital Dubai,18,3,650
Ventilator,Al Naghi Medical,5564.0,Mediclinic City Hospital Dubai,47,2,934
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,1566.0,Mediclinic City Hospital Dubai,25,1,117
Paracetamol,Paramount Medical Equipment Trading LLC,17001.0,Al Zahra Hospital Dubai,27,3,552
Syringe Set,Pharma Solutions,21934.0,Mediclinic City Hospital Dubai,49,4,275
IV Bag,Global Med UAE,14473.0,Thumbay Hospital Dubai,19,2,443
ECG Machine,Gulf Drug,2141.0,Mediclinic City Hospital Dubai,28,1,757
Surgical Masks,Pharma Solutions,6112.0,Dubai Hospital,38,2,714
IV Bag,Paramount Medical Equipment Trading LLC,12910.0,Thumbay Hospital Dubai,31,1,101
Syringe Set,Planet Distribution,24088.0,NMC Royal Hospital Dubai,11,4,598
Metformin,Paramount Medical Equipment Trading LLC,12422.0,Mediclinic City Hospital Dubai,48,2,608
Hydrochlorothiazide,Pharma Solutions,8178.0,American Hospital Dubai,34,3,639
Syringe Set,Paramount Medical Equipment Trading LLC,23955.0,Thumbay Hospital Dubai,43,2,576
Azithromycin,Planet Distribution,8568.0,Thumbay Hospital Dubai,22,3,347
Pulse Oximeter,Paramount Medical Equipment Trading LLC,458.0,Saudi German Hospital Dubai,44,3,545
Hand Sanitizer,Al Naghi Medical,215.0,NMC Royal Hospital Dubai,30,4,525
Pulse Oximeter,City Pharmacy Co.,1296.0,Mediclinic City Hospital Dubai,36,3,500
Simvastatin,Paramount Medical Equipment Trading LLC,10787.0,Emirates Hospital Dubai,25,2,278
Hand Sanitizer,MPC Healthcare,2286.0,American Hospital Dubai,48,2,474
Salbutamol,Al Naghi Medical,6275.0,Saudi German Hospital Dubai,11,2,699
Azithromycin,Kiwi Medical Supplies,10815.0,NMC Royal Hospital Dubai,25,4,482
Metformin,Pharma Solutions,13568.0,Dubai Hospital,10,4,760
Levothyroxine,Paramount Medical Equipment Trading LLC,9533.0,Thumbay Hospital Dubai,42,3,325
Atorvastatin,Global Med UAE,6507.0,American Hospital Dubai,29,4,399
Simvastatin,AKI Pharma,7962.0,Dubai Hospital,20,4,817
Scalpel,Al Maqam Medical Supplies LLC,1002.0,Mediclinic City Hospital Dubai,32,2,343
IV Bag,Metromed,10604.0,Emirates Hospital Dubai,27,2,529
Bandage Roll,Global Med UAE,2587.0,Al Zahra Hospital Dubai,47,3,671
Ibuprofen,Paramount Medical Equipment Trading LLC,4256.0,Al Zahra Hospital Dubai,31,1,112
Losartan,HealthPro Distributors UAE,1827.0,NMC Royal Hospital Dubai,50,4,173
Insulin Pen,Paramount Medical Equipment Trading LLC,6244.0,Emirates Hospital Dubai,46,1,678
Stethoscope,Gulf Drug,7250.0,American Hospital Dubai,38,3,131
Scalpel,Al Zahrawi Medical,2996.0,Saudi German Hospital Dubai,16,1,579
Azithromycin,Planet Distribution,11557.0,American Hospital Dubai,37,2,243
Blood Pressure Monitor,Metromed,4090.0,Emirates Hospital Dubai,31,3,728
ECG Machine,AKI Pharma,2462.0,Dubai Hospital,17,3,284
Fluconazole,Al Zahrawi Medical,8897.0,Thumbay Hospital Dubai,46,3,907
Thermometer,Planet Distribution,6740.0,Al Zahra Hospital Dubai,20,3,555
Hydrochlorothiazide,Pharma Solutions,9280.0,NMC Royal Hospital Dubai,40,3,621
Pantoprazole,City Pharmacy Co.,2140.0,Mediclinic City Hospital Dubai,49,4,113
Simvastatin,AKI Pharma,8053.0,American Hospital Dubai,49,3,559
Doxycycline,Metromed,6353.0,Al Zahra Hospital Dubai,43,3,801
Hydrochlorothiazide,Babirus LLC,11419.0,Saudi German Hospital Dubai,11,3,396
Defibrillator,City Pharmacy Co.,2561.0,NMC Royal Hospital Dubai,26,3,366
Levothyroxine,Global Med UAE,8862.0,Mediclinic City Hospital Dubai,46,3,481
Sterile Gauze,Metromed,1996.0,American Hospital Dubai,35,3,913
Scalpel,Pharma Solutions,2498.0,Saudi German Hospital Dubai,44,2,319
Drip Stand,Babirus LLC,4570.0,Mediclinic City Hospital Dubai,18,2,763
Pulse Oximeter,Al Maqam Medical Supplies LLC,4753.0,Thumbay Hospital Dubai,48,2,837
Surgical Masks,Al Zahrawi Medical,5895.0,Al Zahra Hospital Dubai,22,3,668
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,12391.0,Thumbay Hospital Dubai,24,1,753
Prednisolone,City Pharmacy Co.,3703.0,Al Zahra Hospital Dubai,44,3,267
IV Bag,Al Zahrawi Medical,12017.0,Saudi German Hospital Dubai,26,4,368
Surgical Scissors,Gulf Drug,4392.0,Dubai Hospital,21,4,220
Salbutamol,AKI Pharma,9402.0,Thumbay Hospital Dubai,38,3,971
Metformin,AKI Pharma,12378.0,Al Zahra Hospital Dubai,38,1,997
Pantoprazole,Global Med UAE,60.0,NMC Royal Hospital Dubai,30,5,510
Ciprofloxacin,Paramount Medical Equipment Trading LLC,8008.0,Saudi German Hospital Dubai,31,4,696
Levothyroxine,Global Med UAE,9008.0,Al Zahra Hospital Dubai,49,3,193
Blood Pressure Monitor,Global Med UAE,3401.0,American Hospital Dubai,19,3,301
Paracetamol,Babirus LLC,15631.0,Al Zahra Hospital Dubai,24,3,694
Defibrillator,Gulf Drug,3987.0,Thumbay Hospital Dubai,21,3,236
Azithromycin,AKI Pharma,10466.0,NMC Royal Hospital Dubai,16,3,551
Hydrochlorothiazide,Planet Distribution,8084.0,Mediclinic City Hospital Dubai,28,1,565
Omeprazole,Kiwi Medical Supplies,13511.0,Dubai Hospital,36,3,887
Hand Sanitizer,City Pharmacy Co.,196.0,Mediclinic City Hospital Dubai,28,4,798
Fluconazole,AKI Pharma,5520.0,Al Zahra Hospital Dubai,37,4,322
Surgical Scissors,Al Maqam Medical Supplies LLC,916.0,Mediclinic City Hospital Dubai,17,4,752
Pantoprazole,Metromed,3066.0,Al Zahra Hospital Dubai,50,1,121
Surgical Masks,Kiwi Medical Supplies,3549.0,NMC Royal Hospital Dubai,50,4,559
Ciprofloxacin,Babirus LLC,6831.0,Mediclinic City Hospital Dubai,45,3,979
Wheelchair,AKI Pharma,1849.0,Thumbay Hospital Dubai,31,1,365
Doxycycline,Gulf Drug,5768.0,Thumbay Hospital Dubai,40,4,895
Fluconazole,Babirus LLC,9670.0,American Hospital Dubai,29,1,553
Ciprofloxacin,Gulf Drug,4086.0,Al Zahra Hospital Dubai,12,3,259
Disposable Gloves,Al Maqam Medical Supplies LLC,5583.0,Mediclinic City Hospital Dubai,42,2,915
Doxycycline,AKI Pharma,5496.0,Thumbay Hospital Dubai,22,2,342
Sterile Gauze,AKI Pharma,3321.0,Emirates Hospital Dubai,32,3,788
Ciprofloxacin,Kiwi Medical Supplies,6188.0,NMC Royal Hospital Dubai,24,2,197
Scalpel,AKI Pharma,963.0,Dubai Hospital,49,5,309
Sterile Gauze,Paramount Medical Equipment Trading LLC,40.0,NMC Royal Hospital Dubai,18,4,886
Wheelchair,Planet Distribution,4375.0,Emirates Hospital Dubai,23,5,469
Ventilator,AKI Pharma,4602.0,Emirates Hospital Dubai,43,5,721
Simvastatin,Global Med UAE,8001.0,American Hospital Dubai,21,3,322
Surgical Masks,Kiwi Medical Supplies,5581.0,NMC Royal Hospital Dubai,13,3,282
Salbutamol,Planet Distribution,9941.0,NMC Royal Hospital Dubai,32,2,912
Aspirin,Planet Distribution,12817.0,Mediclinic City Hospital Dubai,10,3,889
IV Bag,AKI Pharma,14662.0,Al Zahra Hospital Dubai,44,3,839
Scalpel,Kiwi Medical Supplies,2938.0,Saudi German Hospital Dubai,17,3,711
Wheelchair,Al Naghi Medical,4965.0,Dubai Hospital,35,2,842
Paracetamol,Paramount Medical Equipment Trading LLC,19425.0,NMC Royal Hospital Dubai,16,4,212
Salbutamol,Global Med UAE,7713.0,Dubai Hospital,33,3,662
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,884.0,Dubai Hospital,20,5,501
Azithromycin,City Pharmacy Co.,10023.0,Dubai Hospital,33,4,819
Amoxicillin,Global Med UAE,12898.0,NMC Royal Hospital Dubai,50,3,352
Levothyroxine,AKI Pharma,10198.0,Saudi German Hospital Dubai,39,3,933
IV Bag,Metromed,13657.0,NMC Royal Hospital Dubai,47,1,506
Pantoprazole,Al Maqam Medical Supplies LLC,1599.0,Mediclinic City Hospital Dubai,23,5,255
Pulse Oximeter,Gulf Drug,4967.0,Mediclinic City Hospital Dubai,44,4,482
Paracetamol,Al Zahrawi Medical,16455.0,Saudi German Hospital Dubai,26,2,968
Sterile Gauze,Metromed,1205.0,Thumbay Hospital Dubai,49,3,611
Syringe Set,Metromed,23032.0,NMC Royal Hospital Dubai,23,3,705
Thermometer,Al Zahrawi Medical,8858.0,Thumbay Hospital Dubai,23,3,511
Hydrochlorothiazide,Kiwi Medical Supplies,10723.0,Dubai Hospital,18,1,363
Pulse Oximeter,Al Naghi Medical,3962.0,NMC Royal Hospital Dubai,15,2,714
Azithromycin,AKI Pharma,8989.0,Al Zahra Hospital Dubai,19,1,377
Azithromycin,Pharma Solutions,10258.0,NMC Royal Hospital Dubai,29,4,817
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,8651.0,Mediclinic City Hospital Dubai,44,4,720
Blood Pressure Monitor,Al Naghi Medical,3670.0,American Hospital Dubai,17,3,700
Syringe Set,Planet Distribution,24977.0,Emirates Hospital Dubai,23,3,488
Omeprazole,Al Zahrawi Medical,12967.0,American Hospital Dubai,46,3,1000
Prednisolone,HealthPro Distributors UAE,4960.0,American Hospital Dubai,50,4,229
Amoxicillin,AKI Pharma,15044.0,American Hospital Dubai,47,2,328
Ventilator,Al Naghi Medical,3875.0,Emirates Hospital Dubai,21,4,630
Salbutamol,Babirus LLC,9118.0,Thumbay Hospital Dubai,35,3,342
Simvastatin,Pharma Solutions,7617.0,Emirates Hospital Dubai,50,2,443
Ibuprofen,Paramount Medical Equipment Trading LLC,1874.0,Thumbay Hospital Dubai,11,2,364
Ventilator,Kiwi Medical Supplies,1699.0,Emirates Hospital Dubai,42,2,833
IV Bag,Metromed,10697.0,Emirates Hospital Dubai,27,4,932
Fluconazole,MPC Healthcare,5712.0,NMC Royal Hospital Dubai,20,5,207
ECG Machine,Pharma Solutions,1292.0,Thumbay Hospital Dubai,38,4,815
Simvastatin,Al Naghi Medical,10090.0,NMC Royal Hospital Dubai,21,2,259
Thermometer,City Pharmacy Co.,7471.0,Al Zahra Hospital Dubai,43,4,454
Atorvastatin,Al Zahrawi Medical,7213.0,NMC Royal Hospital Dubai,31,1,731
Hand Sanitizer,Paramount Medical Equipment Trading LLC,4660.0,American Hospital Dubai,42,1,191
Losartan,AKI Pharma,1479.0,Saudi German Hospital Dubai,43,2,999
Defibrillator,Babirus LLC,1938.0,Saudi German Hospital Dubai,43,3,192
Blood Pressure Monitor,Al Zahrawi Medical,3106.0,Mediclinic City Hospital Dubai,24,3,795
Omeprazole,Paramount Medical Equipment Trading LLC,13925.0,Mediclinic City Hospital Dubai,15,3,325
Fluconazole,Gulf Drug,6487.0,Dubai Hospital,25,4,542
IV Bag,Al Zahrawi Medical,10546.0,NMC Royal Hospital Dubai,11,5,177
Ibuprofen,Pharma Solutions,541.0,Emirates Hospital Dubai,20,3,272
Metformin,Metromed,14545.0,Emirates Hospital Dubai,32,1,450
Surgical Masks,Planet Distribution,7374.0,Saudi German Hospital Dubai,24,2,370
Doxycycline,Babirus LLC,7229.0,American Hospital Dubai,28,5,222
Doxycycline,Al Maqam Medical Supplies LLC,9020.0,Thumbay Hospital Dubai,49,5,511
Stethoscope,City Pharmacy Co.,6812.0,American Hospital Dubai,41,3,741
Sterile Gauze,MPC Healthcare,1678.0,Dubai Hospital,48,3,367
Blood Pressure Monitor,Gulf Drug,4031.0,American Hospital Dubai,20,2,345
Ciprofloxacin,Global Med UAE,4206.0,NMC Royal Hospital Dubai,17,4,305
Surgical Scissors,Pharma Solutions,1347.0,NMC Royal Hospital Dubai,18,4,882
Levothyroxine,Kiwi Medical Supplies,7828.0,Al Zahra Hospital Dubai,27,2,898
Metformin,Kiwi Medical Supplies,14947.0,Dubai Hospital,42,4,431
Bandage Roll,Babirus LLC,871.0,American Hospital Dubai,32,2,805
Hydrochlorothiazide,Al Naghi Medical,11882.0,Emirates Hospital Dubai,24,5,721
Levothyroxine,Metromed,8118.0,Emirates Hospital Dubai,43,2,555
Lisinopril,Pharma Solutions,7382.0,Dubai Hospital,17,4,412
Metronidazole,Metromed,4484.0,American Hospital Dubai,21,4,110
Lisinopril,Al Maqam Medical Supplies LLC,11723.0,NMC Royal Hospital Dubai,12,2,606
Metformin,Kiwi Medical Supplies,14774.0,NMC Royal Hospital Dubai,18,2,418
Levothyroxine,Al Naghi Medical,5606.0,Al Zahra Hospital Dubai,28,1,592
Bandage Roll,Al Maqam Medical Supplies LLC,2051.0,Al Zahra Hospital Dubai,46,3,101
Amoxicillin,AKI Pharma,15578.0,Mediclinic City Hospital Dubai,33,5,107
Paracetamol,Planet Distribution,15732.0,Dubai Hospital,15,2,868
Wheelchair,AKI Pharma,3896.0,Saudi German Hospital Dubai,38,3,373
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,1468.0,American Hospital Dubai,39,3,347
Salbutamol,Al Maqam Medical Supplies LLC,8201.0,Dubai Hospital,33,3,790
Atorvastatin,Al Zahrawi Medical,6756.0,Emirates Hospital Dubai,25,2,202
Prednisolone,Gulf Drug,4330.0,American Hospital Dubai,15,3,119
ECG Machine,Al Zahrawi Medical,1129.0,Al Zahra Hospital Dubai,27,4,740
Scalpel,Global Med UAE,3812.0,Al Zahra Hospital Dubai,30,5,333
Bandage Roll,Gulf Drug,2329.0,Mediclinic City Hospital Dubai,38,3,309
Pulse Oximeter,Pharma Solutions,4387.0,Saudi German Hospital Dubai,13,2,715
Wheelchair,HealthPro Distributors UAE,1065.0,Mediclinic City Hospital Dubai,21,4,890
Surgical Masks,Paramount Medical Equipment Trading LLC,6754.0,Emirates Hospital Dubai,29,4,532
Prednisolone,City Pharmacy Co.,6529.0,Saudi German Hospital Dubai,33,3,290
Syringe Set,Pharma Solutions,21672.0,Thumbay Hospital Dubai,16,2,507
Drip Stand,Global Med UAE,2448.0,American Hospital Dubai,20,2,620
Surgical Scissors,Planet Distribution,4708.0,Mediclinic City Hospital Dubai,24,5,322
Defibrillator,Gulf Drug,221.0,Al Zahra Hospital Dubai,39,2,458
Metronidazole,City Pharmacy Co.,3720.0,Mediclinic City Hospital Dubai,17,2,155
Drip Stand,Pharma Solutions,2510.0,Thumbay Hospital Dubai,33,4,257
Insulin Pen,Al Maqam Medical Supplies LLC,4586.0,Mediclinic City Hospital Dubai,15,3,232
Paracetamol,City Pharmacy Co.,19035.0,American Hospital Dubai,40,3,613
Losartan,Global Med UAE,3112.0,Thumbay Hospital Dubai,22,2,545
Simvastatin,MPC Healthcare,8709.0,Dubai Hospital,26,3,642
Ibuprofen,Al Naghi Medical,4826.0,Dubai Hospital,37,3,237
Scalpel,Kiwi Medical Supplies,2584.0,Dubai Hospital,12,3,344
Defibrillator,Global Med UAE,556.0,Al Zahra Hospital Dubai,26,3,974
Levothyroxine,Pharma Solutions,6412.0,Al Zahra Hospital Dubai,43,3,743
Lisinopril,HealthPro Distributors UAE,10567.0,Dubai Hospital,44,3,957
ECG Machine,Al Maqam Medical Supplies LLC,1204.0,Dubai Hospital,28,3,929
Drip Stand,Pharma Solutions,5731.0,Dubai Hospital,38,3,394
Blood Pressure Monitor,Gulf Drug,2917.0,NMC Royal Hospital Dubai,18,5,236
Stethoscope,Gulf Drug,4417.0,Dubai Hospital,11,3,996
Lisinopril,Pharma Solutions,10695.0,Thumbay Hospital Dubai,48,4,426
Insulin Pen,Metromed,6502.0,NMC Royal Hospital Dubai,34,4,815
Simvastatin,City Pharmacy Co.,9130.0,NMC Royal Hospital Dubai,19,3,111
Doxycycline,Kiwi Medical Supplies,6002.0,American Hospital Dubai,33,1,441
Surgical Masks,Gulf Drug,6033.0,Mediclinic City Hospital Dubai,20,3,428
Ciprofloxacin,AKI Pharma,7769.0,Al Zahra Hospital Dubai,12,3,232
IV Bag,Gulf Drug,11987.0,Al Zahra Hospital Dubai,44,3,903
Simvastatin,Al Maqam Medical Supplies LLC,6654.0,Mediclinic City Hospital Dubai,42,4,470
Fluconazole,Global Med UAE,6320.0,Al Zahra Hospital Dubai,28,2,211
Metformin,Paramount Medical Equipment Trading LLC,13318.0,Mediclinic City Hospital Dubai,22,3,416
Hydrochlorothiazide,Paramount Medical Equipment Trading LLC,10078.0,Thumbay Hospital Dubai,20,3,961
Hand Sanitizer,Al Maqam Medical Supplies LLC,699.0,American Hospital Dubai,27,2,378
ECG Machine,Global Med UAE,179.0,Dubai Hospital,25,3,342
Ventilator,Metromed,3777.0,American Hospital Dubai,21,4,702
Levothyroxine,City Pharmacy Co.,6626.0,Emirates Hospital Dubai,14,5,796
Pulse Oximeter,Al Naghi Medical,5043.0,American Hospital Dubai,25,4,759
Wheelchair,AKI Pharma,2466.0,Mediclinic City Hospital Dubai,28,3,975
Surgical Scissors,Kiwi Medical Supplies,2034.0,Emirates Hospital Dubai,46,3,727
Atorvastatin,Metromed,6399.0,Mediclinic City Hospital Dubai,27,1,838
Simvastatin,Gulf Drug,8850.0,Dubai Hospital,39,1,228
Insulin Pen,Babirus LLC,2814.0,Saudi German Hospital Dubai,19,4,965
ECG Machine,City Pharmacy Co.,2951.0,Emirates Hospital Dubai,15,2,488
Disposable Gloves,Al Naghi Medical,7518.0,Dubai Hospital,35,3,239
ECG Machine,Kiwi Medical Supplies,2448.0,Dubai Hospital,32,2,477
IV Bag,Al Naghi Medical,14285.0,Al Zahra Hospital Dubai,16,3,565
Pantoprazole,City Pharmacy Co.,3370.0,Al Zahra Hospital Dubai,37,2,172
Oxygen Cylinder,MPC Healthcare,3459.0,Saudi German Hospital Dubai,12,4,425
Bandage Roll,Pharma Solutions,4713.0,Saudi German Hospital Dubai,15,3,500
Syringe Set,MPC Healthcare,23793.0,American Hospital Dubai,31,2,466
Pulse Oximeter,Paramount Medical Equipment Trading LLC,5094.0,Dubai Hospital,29,1,255
Bandage Roll,Babirus LLC,3023.0,Saudi German Hospital Dubai,20,3,893
Ibuprofen,Metromed,2757.0,Mediclinic City Hospital Dubai,38,2,407
Scalpel,Planet Distribution,2382.0,Dubai Hospital,16,2,550
Salbutamol,City Pharmacy Co.,9767.0,NMC Royal Hospital Dubai,20,2,665
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,4072.0,Mediclinic City Hospital Dubai,39,3,940
Pulse Oximeter,Gulf Drug,2289.0,Emirates Hospital Dubai,20,4,181
Hydrochlorothiazide,Babirus LLC,12479.0,Saudi German Hospital Dubai,24,2,288
Scalpel,City Pharmacy Co.,2483.0,Al Zahra Hospital Dubai,27,3,338
Wheelchair,Kiwi Medical Supplies,3938.0,Mediclinic City Hospital Dubai,46,3,590
Disposable Gloves,Planet Distribution,8671.0,Al Zahra Hospital Dubai,23,3,193
Doxycycline,City Pharmacy Co.,8905.0,Mediclinic City Hospital Dubai,17,3,459
Prednisolone,Global Med UAE,6121.0,Al Zahra Hospital Dubai,50,4,795
Metronidazole,Al Maqam Medical Supplies LLC,4128.0,Thumbay Hospital Dubai,18,3,639
Bandage Roll,Al Zahrawi Medical,3717.0,Mediclinic City Hospital Dubai,41,3,263
Omeprazole,Al Maqam Medical Supplies LLC,10563.0,Emirates Hospital Dubai,43,3,791
Hydrochlorothiazide,Global Med UAE,12339.0,Al Zahra Hospital Dubai,10,4,112
ECG Machine,HealthPro Distributors UAE,473.0,NMC Royal Hospital Dubai,46,4,758
Atorvastatin,Gulf Drug,7234.0,Emirates Hospital Dubai,45,5,790
Sterile Gauze,Al Maqam Medical Supplies LLC,1730.0,American Hospital Dubai,38,2,135
Ciprofloxacin,City Pharmacy Co.,8849.0,Mediclinic City Hospital Dubai,33,5,282
Doxycycline,Planet Distribution,8196.0,NMC Royal Hospital Dubai,13,4,442
Hand Sanitizer,Metromed,3255.0,American Hospital Dubai,34,3,336
Ibuprofen,Kiwi Medical Supplies,3497.0,Mediclinic City Hospital Dubai,32,5,965
Stethoscope,Al Zahrawi Medical,6298.0,NMC Royal Hospital Dubai,46,4,110
Disposable Gloves,HealthPro Distributors UAE,8000.0,NMC Royal Hospital Dubai,38,1,885
Stethoscope,City Pharmacy Co.,6875.0,Emirates Hospital Dubai,28,3,884
Doxycycline,Babirus LLC,8192.0,Thumbay Hospital Dubai,38,5,826
Metronidazole,HealthPro Distributors UAE,2938.0,NMC Royal Hospital Dubai,43,3,163
Hand Sanitizer,Paramount Medical Equipment Trading LLC,1404.0,Thumbay Hospital Dubai,12,3,753
Defibrillator,Babirus LLC,432.0,Saudi German Hospital Dubai,32,5,962
Ibuprofen,AKI Pharma,925.0,Emirates Hospital Dubai,48,4,746
Wheelchair,HealthPro Distributors UAE,4006.0,Dubai Hospital,19,1,188
Syringe Set,Gulf Drug,22787.0,Al Zahra Hospital Dubai,37,2,538
Atorvastatin,Al Naghi Medical,3406.0,Emirates Hospital Dubai,27,3,830
Hand Sanitizer,Al Zahrawi Medical,3531.0,American Hospital Dubai,40,2,827
Omeprazole,Planet Distribution,11417.0,Al Zahra Hospital Dubai,34,5,559
Fluconazole,Al Naghi Medical,7734.0,Al Zahra Hospital Dubai,24,3,559
Levothyroxine,Global Med UAE,8505.0,Dubai Hospital,18,3,880
Aspirin,City Pharmacy Co.,8140.0,Thumbay Hospital Dubai,39,3,657
Scalpel,Al Maqam Medical Supplies LLC,1670.0,Dubai Hospital,26,2,569
Disposable Gloves,Al Maqam Medical Supplies LLC,5304.0,Dubai Hospital,31,4,150
Wheelchair,Al Naghi Medical,4665.0,Al Zahra Hospital Dubai,37,2,763
Metronidazole,Al Maqam Medical Supplies LLC,2273.0,NMC Royal Hospital Dubai,35,1,935
Simvastatin,AKI Pharma,7498.0,Thumbay Hospital Dubai,30,2,596
Aspirin,Paramount Medical Equipment Trading LLC,9386.0,Al Zahra Hospital Dubai,14,3,295
Levothyroxine,City Pharmacy Co.,7364.0,Thumbay Hospital Dubai,14,3,315
Insulin Pen,Planet Distribution,6711.0,Saudi German Hospital Dubai,25,3,625
Wheelchair,Global Med UAE,2070.0,Thumbay Hospital Dubai,44,1,298
Stethoscope,Kiwi Medical Supplies,4853.0,Mediclinic City Hospital Dubai,47,4,892
Oxygen Cylinder,Planet Distribution,4973.0,NMC Royal Hospital Dubai,40,3,671
Sterile Gauze,Al Naghi Medical,2280.0,American Hospital Dubai,14,4,186
Ibuprofen,Babirus LLC,1970.0,Mediclinic City Hospital Dubai,33,3,281
Atorvastatin,Al Naghi Medical,6187.0,Mediclinic City Hospital Dubai,11,3,595
Ventilator,Al Maqam Medical Supplies LLC,3624.0,Dubai Hospital,25,2,180
Stethoscope,Gulf Drug,7581.0,Dubai Hospital,28,3,132
Amoxicillin,City Pharmacy Co.,12961.0,Mediclinic City Hospital Dubai,23,1,199
Sterile Gauze,Al Naghi Medical,2917.0,Al Zahra Hospital Dubai,33,3,810
Pulse Oximeter,City Pharmacy Co.,4658.0,Thumbay Hospital Dubai,21,2,998
Insulin Pen,MPC Healthcare,6448.0,Thumbay Hospital Dubai,20,1,617
Aspirin,Metromed,8736.0,Emirates Hospital Dubai,29,2,477
Drip Stand,HealthPro Distributors UAE,6040.0,Al Zahra Hospital Dubai,47,2,752
Azithromycin,Al Naghi Medical,9801.0,NMC Royal Hospital Dubai,40,3,128
Simvastatin,Planet Distribution,9406.0,Al Zahra Hospital Dubai,14,5,642
Paracetamol,AKI Pharma,17015.0,Al Zahra Hospital Dubai,42,4,411
Thermometer,City Pharmacy Co.,7743.0,Al Zahra Hospital Dubai,49,5,148
Drip Stand,Pharma Solutions,3136.0,NMC Royal Hospital Dubai,34,2,959
Ventilator,Al Naghi Medical,5691.0,Emirates Hospital Dubai,13,3,672
Stethoscope,Babirus LLC,5724.0,NMC Royal Hospital Dubai,11,1,838
Ibuprofen,Metromed,3898.0,Saudi German Hospital Dubai,22,3,859
Defibrillator,Pharma Solutions,2787.0,Emirates Hospital Dubai,42,4,341
Ibuprofen,Metromed,4758.0,Saudi German Hospital Dubai,24,1,983
Hand Sanitizer,Babirus LLC,1096.0,Saudi German Hospital Dubai,33,2,547
