id,keyword,location,text,target
8755,cancer,India,Just got diagnosed with cancer. Anyone have any advice?,1
8756,medication,South Africa,"Fitness is a lifestyle, and I'm fully embracing it.",0
8757,fitness,France,Just got diagnosed with fitness. Anyone have any advice?,1
8758,cold,France,Just finished a great workout at the gym Feeling energized,0
8759,asthma,South Africa,"Loving the new place I moved into, feels great!",0
8760,workout,Germany,This weather is perfect for a long run.,0
8761,allergy,India,I absolutely love my fitness journey so far.,0
8762,flu,Brazil,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
8763,allergy,India,"Just had an amazing run, feeling so fit.",0
8764,allergy,Canada,"Just had an amazing run, feeling so fit.",0
8765,workout,USA,"Staying consistent with my workouts, it pays off.",0
8766,fitness,Germany,Does anyone know good treatments for fitness?,1
8767,medication,Australia,I absolutely love my fitness journey so far.,0
8768,cancer,Japan,Anyone else suffering from cancer lately?,1
8769,workout,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
8770,medication,USA,I absolutely love my fitness journey so far.,0
8771,cold,Japan,I absolutely love my fitness journey so far.,0
8772,cold,France,This weather is perfect for a long run.,0
8773,headache,USA,I can't believe I have headache.,1
8774,workout,France,Fitness goals achieved for the day!,0
8775,diabetes,UK,"Ugh, I've had a diabetes all day. Anyone know any good remedies?",1
8776,medication,Brazil,Enjoying a relaxing day without any worries!,0
8777,workout,Brazil,Loving this healthy lifestyle I've been following.,0
8778,cancer,South Africa,I've been feeling really sick with cancer all week. Anyone have any tips?,1
8779,allergy,India,I absolutely love my fitness journey so far.,0
8780,medication,India,Just finished a great workout at the gym Feeling energized,0
8781,workout,India,Fitness goals achieved for the day!,0
8782,fitness,Germany,"This fitness is getting worse each day, any suggestions?",1
8783,allergy,UK,Fitness goals achieved for the day!,0
8784,cold,France,Feeling great after a relaxing yoga session.,0
8785,allergy,India,Getting into the best shape of my life.,0
8786,workout,USA,Getting into the best shape of my life.,0
8787,cold,India,"I'm all about that gym life, workouts every day.",0
8788,cold,India,Feeling great after a relaxing yoga session.,0
8789,diabetes,Canada,My grandma just passed away from diabetes. RIP,1
8790,medication,Australia,Enjoying a relaxing day without any worries!,0
8791,asthma,Brazil,This weather is perfect for a long run.,0
8792,workout,Australia,Fitness goals achieved for the day!,0
8793,headache,Japan,Having a rough time dealing with headache.,1
8794,allergy,Brazil,This weather is perfect for a long run.,0
8795,allergy,Australia,"Just had an amazing run, feeling so fit.",0
8796,cancer,USA,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
8797,fitness,Canada,Finally got medication for my fitness.,1
8798,flu,South Africa,"This flu is getting worse each day, any suggestions?",1
8799,headache,France,My grandma just passed away from headache. RIP,1
8800,workout,UK,This weather is perfect for a long run.,0
8801,headache,USA,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
8802,diabetes,South Africa,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
8803,headache,Canada,"This headache is getting worse each day, any suggestions?",1
8804,cancer,South Africa,Diagnosed with cancer and really don't know what to do.,1
8805,cancer,Canada,Diagnosed with cancer and really don't know what to do.,1
8806,workout,USA,Enjoying a relaxing day without any worries!,0
8807,cold,India,Feeling great after a relaxing yoga session.,0
8808,medication,India,This weather is perfect for a long run.,0
8809,diabetes,Canada,I can't believe I have diabetes.,1
8810,flu,France,Does anyone know good treatments for flu?,1
8811,cancer,South Africa,My cancer symptoms are just unbearable.,1
8812,headache,Canada,Anyone else suffering from headache lately?,1
8813,headache,Germany,"I've just been diagnosed with headache, looking for support.",1
8814,medication,Brazil,"Fitness is a lifestyle, and I'm fully embracing it.",0
8815,diabetes,India,Does anyone know good treatments for diabetes?,1
8816,flu,India,"This flu is getting worse each day, any suggestions?",1
8817,allergy,Canada,Just finished a great workout at the gym Feeling energized,0
8818,cold,South Africa,Fitness goals achieved for the day!,0
8819,diabetes,UK,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
8820,cold,UK,This weather is perfect for a long run.,0
8821,fitness,Brazil,My grandma just passed away from fitness. RIP,1
8822,flu,South Africa,I can't believe I have flu.,1
8823,flu,Canada,My flu symptoms are just unbearable.,1
8824,cold,India,"Loving the new place I moved into, feels great!",0
8825,medication,Brazil,"Loving the new place I moved into, feels great!",0
8826,cancer,Australia,My grandma just passed away from cancer. RIP,1
8827,asthma,Germany,I absolutely love my fitness journey so far.,0
8828,headache,USA,My headache symptoms are just unbearable.,1
8829,fitness,Brazil,My fitness symptoms are just unbearable.,1
8830,fitness,Brazil,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
8831,workout,Canada,Enjoying a relaxing day without any worries!,0
8832,medication,Japan,Just finished a great workout at the gym Feeling energized,0
8833,headache,Japan,"I've just been diagnosed with headache, looking for support.",1
8834,headache,Germany,Having a rough time dealing with headache.,1
8835,cold,Japan,Loving this healthy lifestyle I've been following.,0
8836,diabetes,USA,Finally got medication for my diabetes.,1
8837,asthma,UK,Getting into the best shape of my life.,0
8838,workout,Australia,This weather is perfect for a long run.,0
8839,headache,South Africa,"This headache is getting worse each day, any suggestions?",1
8840,diabetes,Japan,"Ugh, I've had a diabetes all day. Anyone know any good remedies?",1
8841,diabetes,India,Anyone else suffering from diabetes lately?,1
8842,cold,Brazil,This weather is perfect for a long run.,0
8843,fitness,South Africa,"Doctor prescribed me new fitness medication, hoping it helps.",1
8844,medication,South Africa,Fitness goals achieved for the day!,0
8845,diabetes,Japan,Finally got medication for my diabetes.,1
8846,fitness,Australia,Finally got medication for my fitness.,1
8847,cancer,South Africa,Does anyone know good treatments for cancer?,1
8848,medication,Brazil,Getting into the best shape of my life.,0
8849,cold,USA,"Fitness is a lifestyle, and I'm fully embracing it.",0
8850,allergy,India,"Just had an amazing run, feeling so fit.",0
8851,cancer,UK,My cancer symptoms are just unbearable.,1
8852,medication,South Africa,Feeling great after a relaxing yoga session.,0
8853,fitness,South Africa,"I've just been diagnosed with fitness, looking for support.",1
8854,workout,UK,"Had a nice cup of coffee, time to start the day!",0
8855,diabetes,Australia,"I've just been diagnosed with diabetes, looking for support.",1
8856,medication,Canada,"I'm all about that gym life, workouts every day.",0
8857,asthma,India,This weather is perfect for a long run.,0
8858,workout,South Africa,Loving this healthy lifestyle I've been following.,0
8859,workout,South Africa,Loving this healthy lifestyle I've been following.,0
8860,workout,USA,"I'm all about that gym life, workouts every day.",0
8861,diabetes,Japan,Diagnosed with diabetes and really don't know what to do.,1
8862,diabetes,Australia,"This diabetes is getting worse each day, any suggestions?",1
8863,flu,Australia,Does anyone know good treatments for flu?,1
8864,workout,France,"Loving the new place I moved into, feels great!",0
8865,workout,Australia,This weather is perfect for a long run.,0
8866,headache,Canada,Anyone else suffering from headache lately?,1
8867,headache,Brazil,My headache symptoms are just unbearable.,1
8868,workout,Brazil,Feeling great after a relaxing yoga session.,0
8869,flu,USA,Having a rough time dealing with flu.,1
8870,headache,Canada,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
8871,fitness,Brazil,Having a rough time dealing with fitness.,1
8872,fitness,USA,"This fitness is getting worse each day, any suggestions?",1
8873,fitness,USA,Does anyone know good treatments for fitness?,1
8874,medication,UK,This weather is perfect for a long run.,0
8875,asthma,Germany,Fitness goals achieved for the day!,0
8876,diabetes,Brazil,"Doctor prescribed me new diabetes medication, hoping it helps.",1
8877,flu,Australia,I can't believe I have flu.,1
8878,allergy,India,"Fitness is a lifestyle, and I'm fully embracing it.",0
8879,diabetes,UK,I can't believe I have diabetes.,1
8880,workout,Japan,Loving this healthy lifestyle I've been following.,0
8881,diabetes,Canada,Anyone else suffering from diabetes lately?,1
8882,cold,France,"I'm all about that gym life, workouts every day.",0
8883,workout,Japan,"Fitness is a lifestyle, and I'm fully embracing it.",0
8884,cold,South Africa,Getting into the best shape of my life.,0
8885,medication,Australia,Enjoying a relaxing day without any worries!,0
8886,medication,USA,"I'm all about that gym life, workouts every day.",0
8887,asthma,Canada,"Staying consistent with my workouts, it pays off.",0
8888,flu,India,Does anyone know good treatments for flu?,1
8889,diabetes,South Africa,My grandma just passed away from diabetes. RIP,1
8890,diabetes,Japan,I can't believe I have diabetes.,1
8891,allergy,USA,This weather is perfect for a long run.,0
8892,allergy,France,"Just had an amazing run, feeling so fit.",0
8893,headache,UK,Does anyone know good treatments for headache?,1
8894,flu,India,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
8895,cancer,USA,"Doctor prescribed me new cancer medication, hoping it helps.",1
8896,medication,South Africa,"Fitness is a lifestyle, and I'm fully embracing it.",0
8897,cancer,France,"This cancer is getting worse each day, any suggestions?",1
8898,medication,Canada,"Had a nice cup of coffee, time to start the day!",0
8899,headache,South Africa,"I've just been diagnosed with headache, looking for support.",1
8900,diabetes,Japan,My grandma just passed away from diabetes. RIP,1
8901,workout,USA,Enjoying a relaxing day without any worries!,0
8902,cancer,UK,"This cancer is getting worse each day, any suggestions?",1
8903,headache,Japan,"This headache is getting worse each day, any suggestions?",1
8904,flu,Germany,"This flu is getting worse each day, any suggestions?",1
8905,flu,Japan,Just got diagnosed with flu. Anyone have any advice?,1
8906,workout,France,Feeling great after a relaxing yoga session.,0
8907,flu,India,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
8908,cancer,Germany,"I've just been diagnosed with cancer, looking for support.",1
8909,diabetes,USA,Anyone else suffering from diabetes lately?,1
8910,medication,Brazil,Enjoying a relaxing day without any worries!,0
8911,workout,UK,"Had a nice cup of coffee, time to start the day!",0
8912,allergy,France,"I'm all about that gym life, workouts every day.",0
8913,cancer,Germany,"This cancer is getting worse each day, any suggestions?",1
8914,fitness,Brazil,Finally got medication for my fitness.,1
8915,allergy,South Africa,"Had a nice cup of coffee, time to start the day!",0
8916,asthma,Brazil,Feeling great after a relaxing yoga session.,0
8917,workout,UK,"Loving the new place I moved into, feels great!",0
8918,fitness,USA,My grandma just passed away from fitness. RIP,1
8919,fitness,Japan,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
8920,cold,Canada,I absolutely love my fitness journey so far.,0
8921,allergy,USA,Getting into the best shape of my life.,0
8922,diabetes,India,My diabetes symptoms are just unbearable.,1
8923,flu,India,Finally got medication for my flu.,1
8924,asthma,Australia,"Fitness is a lifestyle, and I'm fully embracing it.",0
8925,medication,Brazil,"I'm all about that gym life, workouts every day.",0
8926,headache,India,Does anyone know good treatments for headache?,1
8927,cancer,India,My cancer symptoms are just unbearable.,1
8928,cold,Brazil,Getting into the best shape of my life.,0
8929,flu,Brazil,Diagnosed with flu and really don't know what to do.,1
8930,allergy,Canada,"Staying consistent with my workouts, it pays off.",0
8931,allergy,France,Enjoying a relaxing day without any worries!,0
8932,asthma,Australia,Fitness goals achieved for the day!,0
8933,cancer,Canada,Diagnosed with cancer and really don't know what to do.,1
8934,flu,South Africa,"Doctor prescribed me new flu medication, hoping it helps.",1
8935,diabetes,India,Diagnosed with diabetes and really don't know what to do.,1
8936,cold,South Africa,"I'm all about that gym life, workouts every day.",0
8937,allergy,France,This weather is perfect for a long run.,0
8938,cold,Brazil,Feeling great after a relaxing yoga session.,0
8939,flu,UK,Finally got medication for my flu.,1
8940,flu,Brazil,"This flu is getting worse each day, any suggestions?",1
8941,asthma,UK,"I'm all about that gym life, workouts every day.",0
8942,headache,USA,I've been feeling really sick with headache all week. Anyone have any tips?,1
8943,cancer,USA,"Doctor prescribed me new cancer medication, hoping it helps.",1
8944,asthma,Canada,"I'm all about that gym life, workouts every day.",0
8945,flu,USA,Just got diagnosed with flu. Anyone have any advice?,1
8946,flu,USA,Having a rough time dealing with flu.,1
8947,fitness,France,Just got diagnosed with fitness. Anyone have any advice?,1
8948,cold,Brazil,"Loving the new place I moved into, feels great!",0
8949,medication,Japan,Loving this healthy lifestyle I've been following.,0
8950,headache,India,Finally got medication for my headache.,1
8951,headache,Brazil,I can't believe I have headache.,1
8952,cancer,Germany,Does anyone know good treatments for cancer?,1
8953,allergy,Australia,"Loving the new place I moved into, feels great!",0
8954,medication,India,"Fitness is a lifestyle, and I'm fully embracing it.",0
8955,cold,USA,Loving this healthy lifestyle I've been following.,0
8956,workout,Brazil,"I'm all about that gym life, workouts every day.",0
8957,flu,Australia,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
8958,asthma,Germany,"Had a nice cup of coffee, time to start the day!",0
8959,flu,Germany,I can't believe I have flu.,1
8960,workout,USA,"I'm all about that gym life, workouts every day.",0
8961,fitness,Canada,My fitness symptoms are just unbearable.,1
8962,cold,France,Fitness goals achieved for the day!,0
8963,medication,UK,"Staying consistent with my workouts, it pays off.",0
8964,fitness,Australia,Just got diagnosed with fitness. Anyone have any advice?,1
8965,asthma,UK,Feeling great after a relaxing yoga session.,0
8966,cold,France,"Had a nice cup of coffee, time to start the day!",0
8967,allergy,India,"Staying consistent with my workouts, it pays off.",0
8968,workout,India,Getting into the best shape of my life.,0
8969,flu,Australia,"I've just been diagnosed with flu, looking for support.",1
8970,cancer,Australia,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
8971,allergy,Germany,I absolutely love my fitness journey so far.,0
8972,workout,Australia,Just finished a great workout at the gym Feeling energized,0
8973,diabetes,Germany,"I've just been diagnosed with diabetes, looking for support.",1
8974,cold,USA,I absolutely love my fitness journey so far.,0
8975,cold,South Africa,This weather is perfect for a long run.,0
8976,flu,India,Finally got medication for my flu.,1
8977,medication,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
8978,diabetes,India,"Doctor prescribed me new diabetes medication, hoping it helps.",1
8979,asthma,Germany,Getting into the best shape of my life.,0
8980,asthma,Australia,"Just had an amazing run, feeling so fit.",0
8981,flu,Japan,I can't believe I have flu.,1
8982,workout,Australia,"I'm all about that gym life, workouts every day.",0
8983,asthma,UK,Fitness goals achieved for the day!,0
8984,asthma,Japan,Loving this healthy lifestyle I've been following.,0
8985,fitness,UK,"Doctor prescribed me new fitness medication, hoping it helps.",1
8986,flu,USA,My grandma just passed away from flu. RIP,1
8987,allergy,Canada,Getting into the best shape of my life.,0
8988,workout,USA,"Loving the new place I moved into, feels great!",0
8989,fitness,Japan,Finally got medication for my fitness.,1
8990,fitness,UK,Anyone else suffering from fitness lately?,1
8991,medication,UK,Enjoying a relaxing day without any worries!,0
8992,flu,Brazil,"Doctor prescribed me new flu medication, hoping it helps.",1
8993,diabetes,UK,I can't believe I have diabetes.,1
8994,workout,Australia,"Loving the new place I moved into, feels great!",0
8995,fitness,Brazil,"This fitness is getting worse each day, any suggestions?",1
8996,medication,India,Fitness goals achieved for the day!,0
8997,workout,Canada,Loving this healthy lifestyle I've been following.,0
8998,cancer,UK,"I've just been diagnosed with cancer, looking for support.",1
8999,fitness,Australia,"I've just been diagnosed with fitness, looking for support.",1
9000,cold,UK,This weather is perfect for a long run.,0
9001,workout,Canada,I absolutely love my fitness journey so far.,0
9002,headache,USA,Anyone else suffering from headache lately?,1
9003,asthma,USA,Loving this healthy lifestyle I've been following.,0
9004,cold,Australia,I absolutely love my fitness journey so far.,0
9005,headache,UK,Does anyone know good treatments for headache?,1
9006,fitness,India,I've been feeling really sick with fitness all week. Anyone have any tips?,1
9007,fitness,UK,Diagnosed with fitness and really don't know what to do.,1
9008,flu,Australia,Does anyone know good treatments for flu?,1
9009,medication,Germany,"Had a nice cup of coffee, time to start the day!",0
9010,workout,Japan,"Staying consistent with my workouts, it pays off.",0
9011,medication,Australia,"Had a nice cup of coffee, time to start the day!",0
9012,workout,Germany,"Staying consistent with my workouts, it pays off.",0
9013,flu,Brazil,"Doctor prescribed me new flu medication, hoping it helps.",1
9014,flu,India,My grandma just passed away from flu. RIP,1
9015,cancer,Australia,"Doctor prescribed me new cancer medication, hoping it helps.",1
9016,headache,South Africa,"Doctor prescribed me new headache medication, hoping it helps.",1
9017,asthma,USA,I absolutely love my fitness journey so far.,0
9018,flu,Germany,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
9019,asthma,Australia,"Just had an amazing run, feeling so fit.",0
9020,asthma,Germany,"Staying consistent with my workouts, it pays off.",0
9021,allergy,Canada,Enjoying a relaxing day without any worries!,0
9022,fitness,USA,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
9023,allergy,UK,"Just had an amazing run, feeling so fit.",0
9024,allergy,France,"Had a nice cup of coffee, time to start the day!",0
9025,asthma,South Africa,"Just had an amazing run, feeling so fit.",0
9026,fitness,France,I've been feeling really sick with fitness all week. Anyone have any tips?,1
9027,flu,USA,Does anyone know good treatments for flu?,1
9028,flu,France,Does anyone know good treatments for flu?,1
9029,cancer,Japan,Does anyone know good treatments for cancer?,1
9030,headache,USA,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
9031,cancer,USA,Having a rough time dealing with cancer.,1
9032,flu,Canada,I've been feeling really sick with flu all week. Anyone have any tips?,1
9033,medication,Canada,Getting into the best shape of my life.,0
9034,allergy,Brazil,Loving this healthy lifestyle I've been following.,0
9035,medication,USA,"Loving the new place I moved into, feels great!",0
9036,flu,Germany,I've been feeling really sick with flu all week. Anyone have any tips?,1
9037,workout,India,"Fitness is a lifestyle, and I'm fully embracing it.",0
9038,cold,UK,Fitness goals achieved for the day!,0
9039,diabetes,India,"I've just been diagnosed with diabetes, looking for support.",1
9040,fitness,USA,Anyone else suffering from fitness lately?,1
9041,workout,Japan,"I'm all about that gym life, workouts every day.",0
9042,headache,UK,"Doctor prescribed me new headache medication, hoping it helps.",1
9043,cold,Japan,"Just had an amazing run, feeling so fit.",0
9044,cancer,India,I can't believe I have cancer.,1
9045,cold,Canada,Fitness goals achieved for the day!,0
9046,cancer,France,My grandma just passed away from cancer. RIP,1
9047,cold,France,"I'm all about that gym life, workouts every day.",0
9048,diabetes,Brazil,"Doctor prescribed me new diabetes medication, hoping it helps.",1
9049,cold,Canada,"Staying consistent with my workouts, it pays off.",0
9050,flu,South Africa,My grandma just passed away from flu. RIP,1
9051,asthma,France,"Just had an amazing run, feeling so fit.",0
9052,cancer,South Africa,My grandma just passed away from cancer. RIP,1
9053,cold,Japan,Feeling great after a relaxing yoga session.,0
9054,diabetes,Brazil,Diagnosed with diabetes and really don't know what to do.,1
9055,medication,France,This weather is perfect for a long run.,0
9056,flu,Brazil,"Doctor prescribed me new flu medication, hoping it helps.",1
9057,fitness,Brazil,"This fitness is getting worse each day, any suggestions?",1
9058,cancer,Germany,Anyone else suffering from cancer lately?,1
9059,medication,Canada,Getting into the best shape of my life.,0
9060,allergy,UK,I absolutely love my fitness journey so far.,0
9061,allergy,Australia,"Staying consistent with my workouts, it pays off.",0
9062,diabetes,Germany,Just got diagnosed with diabetes. Anyone have any advice?,1
9063,asthma,Japan,Loving this healthy lifestyle I've been following.,0
9064,headache,Australia,Having a rough time dealing with headache.,1
9065,flu,Australia,"This flu is getting worse each day, any suggestions?",1
9066,flu,Australia,Anyone else suffering from flu lately?,1
9067,asthma,India,This weather is perfect for a long run.,0
9068,cancer,South Africa,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
9069,diabetes,Australia,"Doctor prescribed me new diabetes medication, hoping it helps.",1
9070,headache,Australia,Having a rough time dealing with headache.,1
9071,headache,Japan,Finally got medication for my headache.,1
9072,medication,Brazil,Getting into the best shape of my life.,0
9073,cancer,Canada,Having a rough time dealing with cancer.,1
9074,diabetes,UK,Does anyone know good treatments for diabetes?,1
9075,cold,Canada,"Had a nice cup of coffee, time to start the day!",0
9076,flu,Brazil,Does anyone know good treatments for flu?,1
9077,medication,India,"Staying consistent with my workouts, it pays off.",0
9078,allergy,India,"Had a nice cup of coffee, time to start the day!",0
9079,allergy,Australia,I absolutely love my fitness journey so far.,0
9080,allergy,Australia,"Just had an amazing run, feeling so fit.",0
9081,asthma,Brazil,Loving this healthy lifestyle I've been following.,0
9082,headache,Brazil,Does anyone know good treatments for headache?,1
9083,medication,Canada,Loving this healthy lifestyle I've been following.,0
9084,headache,Australia,Just got diagnosed with headache. Anyone have any advice?,1
9085,cancer,India,I can't believe I have cancer.,1
9086,flu,Canada,My flu symptoms are just unbearable.,1
9087,headache,Australia,Does anyone know good treatments for headache?,1
9088,cold,Brazil,I absolutely love my fitness journey so far.,0
9089,diabetes,Australia,My grandma just passed away from diabetes. RIP,1
9090,medication,Germany,Loving this healthy lifestyle I've been following.,0
9091,fitness,Brazil,My fitness symptoms are just unbearable.,1
9092,medication,Germany,Getting into the best shape of my life.,0
9093,asthma,USA,Enjoying a relaxing day without any worries!,0
9094,fitness,USA,Having a rough time dealing with fitness.,1
9095,workout,India,Fitness goals achieved for the day!,0
9096,medication,Japan,"Staying consistent with my workouts, it pays off.",0
9097,headache,Germany,Diagnosed with headache and really don't know what to do.,1
9098,headache,Canada,Having a rough time dealing with headache.,1
9099,fitness,India,Just got diagnosed with fitness. Anyone have any advice?,1
9100,headache,India,My grandma just passed away from headache. RIP,1
9101,allergy,Germany,Getting into the best shape of my life.,0
9102,medication,Japan,Feeling great after a relaxing yoga session.,0
9103,cancer,France,Diagnosed with cancer and really don't know what to do.,1
9104,cancer,Brazil,Anyone else suffering from cancer lately?,1
9105,flu,France,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
9106,allergy,France,Just finished a great workout at the gym Feeling energized,0
9107,workout,Japan,"Had a nice cup of coffee, time to start the day!",0
9108,flu,South Africa,My grandma just passed away from flu. RIP,1
9109,medication,Brazil,"Just had an amazing run, feeling so fit.",0
9110,medication,South Africa,Feeling great after a relaxing yoga session.,0
9111,headache,Germany,Having a rough time dealing with headache.,1
9112,fitness,Australia,Having a rough time dealing with fitness.,1
9113,flu,India,I can't believe I have flu.,1
9114,asthma,France,"Had a nice cup of coffee, time to start the day!",0
9115,cancer,UK,Does anyone know good treatments for cancer?,1
9116,cancer,France,Just got diagnosed with cancer. Anyone have any advice?,1
9117,cold,France,Loving this healthy lifestyle I've been following.,0
9118,asthma,Germany,Fitness goals achieved for the day!,0
9119,allergy,Brazil,Enjoying a relaxing day without any worries!,0
9120,diabetes,UK,"This diabetes is getting worse each day, any suggestions?",1
9121,flu,USA,"Doctor prescribed me new flu medication, hoping it helps.",1
9122,asthma,USA,Getting into the best shape of my life.,0
9123,cancer,USA,I've been feeling really sick with cancer all week. Anyone have any tips?,1
9124,flu,UK,"Doctor prescribed me new flu medication, hoping it helps.",1
9125,flu,UK,Does anyone know good treatments for flu?,1
9126,fitness,South Africa,I've been feeling really sick with fitness all week. Anyone have any tips?,1
9127,allergy,USA,Feeling great after a relaxing yoga session.,0
9128,medication,USA,Just finished a great workout at the gym Feeling energized,0
9129,workout,Japan,This weather is perfect for a long run.,0
9130,diabetes,South Africa,"I've just been diagnosed with diabetes, looking for support.",1
9131,cold,Australia,Just finished a great workout at the gym Feeling energized,0
9132,allergy,Australia,Just finished a great workout at the gym Feeling energized,0
9133,headache,India,"Doctor prescribed me new headache medication, hoping it helps.",1
9134,flu,Germany,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
9135,asthma,France,I absolutely love my fitness journey so far.,0
9136,diabetes,USA,My grandma just passed away from diabetes. RIP,1
9137,fitness,Germany,Having a rough time dealing with fitness.,1
9138,allergy,USA,I absolutely love my fitness journey so far.,0
9139,flu,India,Anyone else suffering from flu lately?,1
9140,flu,UK,"I've just been diagnosed with flu, looking for support.",1
9141,cold,France,Getting into the best shape of my life.,0
9142,fitness,USA,"Doctor prescribed me new fitness medication, hoping it helps.",1
9143,diabetes,India,"I've just been diagnosed with diabetes, looking for support.",1
9144,fitness,Brazil,Anyone else suffering from fitness lately?,1
9145,cancer,Australia,Finally got medication for my cancer.,1
9146,workout,Brazil,Enjoying a relaxing day without any worries!,0
9147,diabetes,USA,"This diabetes is getting worse each day, any suggestions?",1
9148,fitness,USA,"I've just been diagnosed with fitness, looking for support.",1
9149,cold,Brazil,"Fitness is a lifestyle, and I'm fully embracing it.",0
9150,fitness,Japan,Finally got medication for my fitness.,1
9151,diabetes,Germany,"Ugh, I've had a diabetes all day. Anyone know any good remedies?",1
9152,cold,Canada,Fitness goals achieved for the day!,0
9153,fitness,Germany,I've been feeling really sick with fitness all week. Anyone have any tips?,1
9154,medication,USA,I absolutely love my fitness journey so far.,0
9155,medication,UK,Getting into the best shape of my life.,0
9156,diabetes,Japan,I can't believe I have diabetes.,1
9157,medication,Japan,Just finished a great workout at the gym Feeling energized,0
9158,diabetes,Canada,Anyone else suffering from diabetes lately?,1
9159,workout,India,Just finished a great workout at the gym Feeling energized,0
9160,asthma,France,"Fitness is a lifestyle, and I'm fully embracing it.",0
9161,medication,Canada,Just finished a great workout at the gym Feeling energized,0
9162,fitness,Japan,Just got diagnosed with fitness. Anyone have any advice?,1
9163,flu,USA,My grandma just passed away from flu. RIP,1
9164,flu,Australia,Having a rough time dealing with flu.,1
9165,diabetes,Canada,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
9166,allergy,India,I absolutely love my fitness journey so far.,0
9167,flu,India,Having a rough time dealing with flu.,1
9168,allergy,Canada,Fitness goals achieved for the day!,0
9169,workout,Canada,"Fitness is a lifestyle, and I'm fully embracing it.",0
9170,workout,Germany,"Had a nice cup of coffee, time to start the day!",0
9171,cold,South Africa,Getting into the best shape of my life.,0
9172,fitness,Japan,Diagnosed with fitness and really don't know what to do.,1
9173,flu,France,Just got diagnosed with flu. Anyone have any advice?,1
9174,fitness,UK,Finally got medication for my fitness.,1
9175,flu,Brazil,Finally got medication for my flu.,1
9176,asthma,Australia,"I'm all about that gym life, workouts every day.",0
9177,diabetes,Australia,"Doctor prescribed me new diabetes medication, hoping it helps.",1
9178,workout,Japan,I absolutely love my fitness journey so far.,0
9179,flu,India,"I've just been diagnosed with flu, looking for support.",1
9180,cancer,South Africa,"This cancer is getting worse each day, any suggestions?",1
9181,workout,Australia,Enjoying a relaxing day without any worries!,0
9182,cancer,USA,My cancer symptoms are just unbearable.,1
9183,fitness,Japan,Diagnosed with fitness and really don't know what to do.,1
9184,headache,USA,Anyone else suffering from headache lately?,1
9185,headache,Germany,Having a rough time dealing with headache.,1
9186,asthma,Japan,I absolutely love my fitness journey so far.,0
9187,medication,India,"I'm all about that gym life, workouts every day.",0
9188,asthma,France,Enjoying a relaxing day without any worries!,0
9189,allergy,Canada,"Just had an amazing run, feeling so fit.",0
9190,flu,Japan,I can't believe I have flu.,1
9191,cancer,Germany,My grandma just passed away from cancer. RIP,1
9192,headache,France,Anyone else suffering from headache lately?,1
9193,diabetes,South Africa,Just got diagnosed with diabetes. Anyone have any advice?,1
9194,medication,South Africa,Just finished a great workout at the gym Feeling energized,0
9195,cancer,Germany,I can't believe I have cancer.,1
9196,diabetes,South Africa,My grandma just passed away from diabetes. RIP,1
9197,headache,UK,Having a rough time dealing with headache.,1
9198,headache,UK,Having a rough time dealing with headache.,1
9199,diabetes,India,My diabetes symptoms are just unbearable.,1
9200,cold,Australia,Just finished a great workout at the gym Feeling energized,0
9201,asthma,France,"Staying consistent with my workouts, it pays off.",0
9202,allergy,Germany,"Just had an amazing run, feeling so fit.",0
9203,allergy,Japan,Enjoying a relaxing day without any worries!,0
9204,fitness,USA,I've been feeling really sick with fitness all week. Anyone have any tips?,1
9205,diabetes,South Africa,Having a rough time dealing with diabetes.,1
9206,cancer,France,I can't believe I have cancer.,1
9207,cancer,Germany,My cancer symptoms are just unbearable.,1
9208,cold,USA,"Just had an amazing run, feeling so fit.",0
9209,asthma,France,"Had a nice cup of coffee, time to start the day!",0
9210,flu,UK,"This flu is getting worse each day, any suggestions?",1
9211,asthma,Germany,Getting into the best shape of my life.,0
9212,diabetes,UK,"Ugh, I've had a diabetes all day. Anyone know any good remedies?",1
9213,workout,USA,"Loving the new place I moved into, feels great!",0
9214,cancer,Australia,Having a rough time dealing with cancer.,1
9215,headache,Germany,Having a rough time dealing with headache.,1
9216,asthma,Australia,This weather is perfect for a long run.,0
9217,cancer,Brazil,My cancer symptoms are just unbearable.,1
9218,diabetes,USA,Finally got medication for my diabetes.,1
